Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",26y 260d,131 (77-2-52 59.54%),38 (0.29),←,
11,"Barlow, Ed",22y 194d,23 (9-2-12 43.48%),16 (0.70),←,
6,"Bolton, Craig",29y 70d,191 (112-2-77 59.16%),25 (0.13),162 (95-2-65 59.26%),15 (0.09)
24,"Bolton, Jude",29y 147d,230 (124-3-103 54.57%),109 (0.47),←,
28,"Crouch, Jared",31y 157d,221 (116-1-104 52.71%),51 (0.23),←,
37,"Goodes, Adam",29y 213d,249 (135-3-111 54.82%),259 (1.04),←,
39,"Grundy, Heath",23y 68d,43 (23-0-20 53.49%),18 (0.42),←,
4,"Hannebery, Dan",18y 166d,4 (2-0-2 50.00%),,←,
15,"Jack, Kieren",22y 42d,44 (21-1-22 48.86%),23 (0.52),←,
16,"Jolly, Darren",27y 276d,163 (86-2-75 53.37%),70 (0.43),115 (66-2-47 58.26%),59 (0.51)
31,"Kirk, Brett",32y 288d,214 (118-3-93 55.84%),82 (0.38),←,
29,"Mattner, Martin",27y 3d,141 (81-1-59 57.80%),28 (0.20),43 (21-1-21 50.00%),14 (0.33)
3,"McVeigh, Jarrad",24y 124d,122 (69-2-51 57.38%),88 (0.72),←,
33,"Moore, Jarred",23y 156d,46 (26-1-19 57.61%),39 (0.85),←,
43,"ODwyer, Matthew",21y 19d,3 (2-0-1 66.67%),2 (0.67),←,
5,"OKeefe, Ryan",28y 197d,183 (103-2-78 56.83%),190 (1.04),←,
19,"OLoughlin, Michael",32y 170d,300 (171-4-125 57.67%),514 (1.71),←,
38,"Pyke, Mike",25y 138d,6 (3-0-3 50.00%),,←,
30,"Roberts-Thomson, Lewis",25y 335d,116 (68-1-47 59.05%),14 (0.12),←,
2,"Shaw, Rhyce",27y 297d,113 (56-0-57 49.56%),24 (0.21),19 (8-0-11 42.11%),4 (0.21)
40,"Smith, Nick",21y 58d,10 (3-0-7 30.00%),1 (0.10),←,
18,"White, Jesse",21y 212d,17 (6-1-10 38.24%),15 (0.88),←,
Totals,Totals,25y 362d,2570 (1411-31-1128 54.90%),1606 (0.62),,
C,"Roos, Paul",46y 43d,175 (102-2-71 58.86%),,←,
