Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",30y 45d,267 (146-2-119 55.06%),358 (1.34),75 (22-0-53 29.33%),96 (1.28)
11,"Bennell, Harley",21y 269d,58 (15-0-43 25.86%),74 (1.28),←,
36,"Broughton, Greg",27y 272d,99 (43-0-56 43.43%),19 (0.19),31 (14-0-17 45.16%),4 (0.13)
12,"Day, Sam",21y 295d,56 (18-0-38 32.14%),36 (0.64),←,
23,"Dixon, Charlie",23y 278d,45 (15-0-30 33.33%),48 (1.07),←,
5,"Harbrow, Jarrod",25y 345d,140 (62-1-77 44.64%),41 (0.29),70 (22-0-48 31.43%),20 (0.29)
28,"Kolodjashnij, Kade",18y 323d,12 (6-0-6 50.00%),4 (0.33),←,
37,"Lonergan, Jesse",19y 226d,5 (2-0-3 40.00%),,←,
19,"Lynch, Tom",21y 240d,52 (16-0-36 30.77%),64 (1.23),←,
4,"Martin, Jack",19y 150d,3 (2-0-1 66.67%),2 (0.67),←,
17,"May, Steven",22y 169d,48 (16-0-32 33.33%),15 (0.31),←,
18,"McKenzie, Trent",22y 86d,71 (21-0-50 29.58%),19 (0.27),←,
1,"OMeara, Jaeger",20y 125d,36 (16-0-20 44.44%),23 (0.64),←,
10,"Prestia, Dion",21y 259d,65 (18-0-47 27.69%),19 (0.29),←,
35,"Rischitelli, Michael",28y 171d,171 (65-3-103 38.89%),75 (0.44),60 (16-0-44 26.67%),28 (0.47)
8,"Russell, Luke",22y 155d,55 (14-0-41 25.45%),23 (0.42),←,
6,"Sexton, Alex",20y 207d,16 (5-0-11 31.25%),4 (0.25),←,
26,"Shaw, Matt",22y 143d,66 (19-0-47 28.79%),24 (0.36),←,
2,"Smith, Zac",24y 126d,51 (11-0-40 21.57%),29 (0.57),←,
25,"Stanley, Danny",26y 130d,72 (22-0-50 30.56%),35 (0.49),67 (21-0-46 31.34%),35 (0.52)
24,"Swallow, David",21y 221d,65 (19-0-46 29.23%),33 (0.51),←,
16,"Thompson, Rory",23y 108d,45 (15-0-30 33.33%),7 (0.16),←,
Totals,Totals,23y 15d,1498 (566-6-926 37.78%),952 (0.64),,
C,"McKenna, Guy",45y 48d,80 (22-0-58 27.50%),,←,
