Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",26y 266d,132 (77-2-53 59.09%),38 (0.29),←,
11,"Barlow, Ed",22y 200d,24 (9-2-13 41.67%),16 (0.67),←,
21,"Barry, Leo",32y 88d,235 (136-1-98 58.09%),56 (0.24),←,
42,"Bevan, Paul",24y 322d,106 (58-2-46 55.66%),24 (0.23),←,
6,"Bolton, Craig",29y 76d,192 (112-2-78 58.85%),25 (0.13),163 (95-2-66 58.90%),15 (0.09)
24,"Bolton, Jude",29y 153d,231 (124-3-104 54.33%),110 (0.48),←,
37,"Goodes, Adam",29y 219d,250 (135-3-112 54.60%),261 (1.04),←,
39,"Grundy, Heath",23y 74d,44 (23-0-21 52.27%),18 (0.41),←,
4,"Hannebery, Dan",18y 172d,5 (2-0-3 40.00%),1 (0.20),←,
15,"Jack, Kieren",22y 48d,45 (21-1-23 47.78%),23 (0.51),←,
16,"Jolly, Darren",27y 282d,164 (86-2-76 53.05%),70 (0.43),116 (66-2-48 57.76%),59 (0.51)
31,"Kirk, Brett",32y 294d,215 (118-3-94 55.58%),83 (0.39),←,
29,"Mattner, Martin",27y 9d,142 (81-1-60 57.39%),30 (0.21),44 (21-1-22 48.86%),16 (0.36)
33,"Moore, Jarred",23y 162d,47 (26-1-20 56.38%),40 (0.85),←,
43,"ODwyer, Matthew",21y 25d,4 (2-0-2 50.00%),2 (0.50),←,
5,"OKeefe, Ryan",28y 203d,184 (103-2-79 56.52%),191 (1.04),←,
19,"OLoughlin, Michael",32y 176d,301 (171-4-126 57.48%),517 (1.72),←,
38,"Pyke, Mike",25y 144d,7 (3-0-4 42.86%),,←,
30,"Roberts-Thomson, Lewis",25y 341d,117 (68-1-48 58.55%),14 (0.12),←,
2,"Shaw, Rhyce",27y 303d,114 (56-0-58 49.12%),24 (0.21),20 (8-0-12 40.00%),4 (0.20)
40,"Smith, Nick",21y 64d,11 (3-0-8 27.27%),1 (0.09),←,
18,"White, Jesse",21y 218d,18 (6-1-11 36.11%),16 (0.89),←,
Totals,Totals,26y 25d,2588 (1420-31-1137 54.87%),1560 (0.60),,
C,"Roos, Paul",46y 49d,176 (102-2-72 58.52%),,←,
