Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",27y 30d,113 (73-0-40 64.60%),69 (0.61),10 (6-0-4 60.00%),9 (0.90)
26,"Bickley, Mark",23y 313d,50 (25-0-25 50.00%),8 (0.16),←,
21,"Brown, David",23y 257d,25 (13-0-12 52.00%),26 (1.04),←,
34,"Hart, Ben",18y 339d,32 (17-0-15 53.13%),4 (0.13),←,
17,"Hodges, Scott",25y 48d,31 (16-0-15 51.61%),86 (2.77),←,
35,"Jameson, Rod",22y 348d,42 (23-0-19 54.76%),76 (1.81),←,
2,"Jarman, Andrew",27y 150d,47 (25-0-22 53.19%),25 (0.53),←,
13,"Lee, Scott",30y 8d,53 (27-0-26 50.94%),15 (0.28),←,
18,"Maynard, Rodney",26y 265d,54 (27-0-27 50.00%),13 (0.24),←,
10,"McDermott, Chris",29y 221d,53 (27-0-26 50.94%),18 (0.34),←,
11,"McGuinness, Tony",29y 38d,159 (76-2-81 48.43%),158 (0.99),50 (26-0-24 52.00%),50 (1.00)
6,"Modra, Tony",24y 104d,18 (10-0-8 55.56%),87 (4.83),←,
15,"Pittman, David",24y 110d,8 (4-0-4 50.00%),1 (0.13),←,
32,"Ricciuto, Mark",18y 5d,6 (3-0-3 50.00%),1 (0.17),←,
5,"Robran, Matthew",22y 86d,13 (7-0-6 53.85%),10 (0.77),6 (3-0-3 50.00%),5 (0.83)
45,"Rouvray, Paul",21y 56d,8 (6-0-2 75.00%),,←,
3,"Rowe, Stephen",27y 222d,19 (10-0-9 52.63%),18 (0.95),←,
7,"Smart, Nigel",24y 23d,46 (23-0-23 50.00%),6 (0.13),←,
12,"Tregenza, Simon",22y 96d,40 (21-0-19 52.50%),7 (0.17),←,
49,"Viska, Mark",22y 45d,2 (2-0-0 100.00%),,←,
Totals,Totals,24y 193d,819 (435-2-382 53.11%),628 (0.77),,
C,"Cornes, Graham",45y 74d,54 (27-0-27 50.00%),,←,
