Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armstrong, Tony",6,2,1,7,,,,1.0,1.0,3.0,,4.0,,2.0,,1.0,7.0,,,1.0,,,81.0
12,"Ball, Luke",9,4,12,21,,,,7.0,,2.0,6.0,6.0,2.0,1.0,,11.0,9.0,,1.0,2.0,,,85.0
11,"Blair, Jarryd",3,1,4,7,1,,,7.0,,2.0,2.0,1.0,1.0,1.0,,5.0,3.0,,,1.0,,1.0,88.0
29,"Broomhead, Tim",6,2,5,11,1,,,1.0,2.0,3.0,1.0,,,,,6.0,4.0,,1.0,1.0,,,89.0
2,"Dwyer, Sam",7,4,11,18,,,,,,4.0,1.0,,1.0,,,5.0,13.0,,,2.0,,,75.0
1,"Fasolo, Alex",7,6,5,12,1,1.0,,2.0,,1.0,,2.0,1.0,,,3.0,9.0,1.0,3.0,,,,87.0
45,"Frost, Jack",4,1,1,5,,,,7.0,3.0,,,,1.0,,,2.0,4.0,,,7.0,,,93.0
44,"Gault, Corey",6,3,1,7,2,,4.0,4.0,,,,2.0,,,,4.0,2.0,1.0,1.0,4.0,,,92.0
6,"Goldsack, Tyson",12,2,4,16,,1.0,,2.0,5.0,2.0,,,2.0,,,5.0,8.0,2.0,,1.0,,,85.0
4 ↓,"Grundy, Brodie",4,2,3,7,,,6.0,3.0,2.0,,,1.0,1.0,1.0,,2.0,5.0,1.0,,3.0,,,39.0
23,"Keeffe, Lachlan",7,4,3,10,,,,,3.0,,,,1.0,,,4.0,5.0,1.0,,6.0,,,90.0
41,"Langdon, Tom",6,5,7,13,,,,1.0,4.0,1.0,2.0,1.0,1.0,,,6.0,7.0,2.0,,,,,89.0
8,"Lumumba, Heritier",6,3,8,14,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,5.0,10.0,,,,,,88.0
10,"Pendlebury, Scott",14,3,14,28,,,,3.0,3.0,1.0,3.0,4.0,1.0,1.0,,7.0,19.0,,1.0,2.0,,1.0,90.0
31,"Ramsay, Jackson",6,3,4,10,,,,3.0,2.0,1.0,,1.0,,,,3.0,7.0,1.0,,2.0,,,84.0
40 ↑,"Seedsman, Paul",4,2,3,7,,,1.0,,2.0,1.0,,2.0,,,,2.0,4.0,1.0,,1.0,,,44.0
22,"Sidebottom, Steele",27,4,9,36,1,,,3.0,3.0,7.0,9.0,6.0,2.0,2.0,,16.0,18.0,1.0,,,,,87.0
28,"Sinclair, Ben",4,,6,10,,,,,,1.0,2.0,3.0,1.0,,,6.0,4.0,,,,,,79.0
24,"Thomas, Josh",13,2,2,15,,,,3.0,,5.0,1.0,5.0,1.0,3.0,,6.0,9.0,,1.0,,1.0,2.0,86.0
18,"White, Jesse",9,7,2,11,2,3.0,2.0,3.0,,1.0,,2.0,2.0,1.0,,6.0,5.0,3.0,4.0,,1.0,,91.0
26,"Williams, Marley",6,3,6,12,,1.0,,2.0,1.0,3.0,3.0,1.0,,,,5.0,8.0,,,,3.0,,79.0
15,"Witts, Jarrod",3,3,4,7,,,19.0,3.0,,2.0,1.0,,,,,5.0,2.0,3.0,,4.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,66,115,284,8,8.0,33.0,56.0,32.0,41.0,33.0,43.0,19.0,14.0,,115.0,162.0,17.0,12.0,37.0,5.0,4.0,
Opposition,Opposition,244,132,211,455,18,13.0,36.0,60.0,30.0,52.0,38.0,42.0,14.0,19.0,6.0,129.0,329.0,10.0,19.0,40.0,3.0,14.0,
