St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",21y 300d,27 (10-0-17 37.04%),12 (0.44),←,
15,"Billings, Jack",24y 314d,111 (40-1-70 36.49%),82 (0.74),←,
16,"Butler, Dan",24y 24d,49 (33-0-16 67.35%),60 (1.22),4 (2-0-2 50.00%),7 (1.75)
2,"Carlisle, Jake",28y 270d,137 (60-1-76 44.16%),61 (0.45),52 (20-1-31 39.42%),7 (0.13)
11,"Clark, Hunter",21y 93d,33 (11-1-21 34.85%),5 (0.15),←,
1,"Coffield, Nick",20y 248d,21 (5-1-15 26.19%),1 (0.05),←,
4,"Gresham, Jade",22y 308d,85 (35-1-49 41.76%),91 (1.07),←,
10,"Hannebery, Dan",29y 124d,217 (138-2-77 64.06%),99 (0.46),9 (3-0-6 33.33%),4 (0.44)
8,"Hill, Bradley",26y 354d,153 (96-0-57 62.75%),80 (0.52),4 (2-0-2 50.00%),1 (0.25)
20,"Howard, Dougal",24y 94d,49 (25-0-24 51.02%),14 (0.29),4 (2-0-2 50.00%),
3,"Jones, Zak",25y 104d,94 (51-0-43 54.26%),24 (0.26),4 (2-0-2 50.00%),1 (0.25)
25,"Kent, Dean",26y 124d,78 (27-0-51 34.62%),77 (0.99),15 (7-0-8 46.67%),14 (0.93)
12,"King, Max",19y 356d,4 (2-0-2 50.00%),5 (1.25),←,
21,"Long, Ben",22y 311d,34 (11-1-22 33.82%),21 (0.62),←,
13,"Lonie, Jack",23y 319d,67 (25-0-42 37.31%),60 (0.90),←,
43,"Marsh, Jonathon",24y 254d,22 (9-0-13 40.91%),3 (0.14),7 (3-0-4 42.86%),3 (0.43)
19,"Marshall, Rowan",24y 216d,37 (11-0-26 29.73%),18 (0.49),←,
28,"Membrey, Tim",26y 32d,96 (41-2-53 43.75%),174 (1.81),95 (40-2-53 43.16%),174 (1.83)
33,"Paton, Ben",21y 252d,20 (7-0-13 35.00%),4 (0.20),←,
6,"Ross, Sebastian",27y 51d,128 (45-2-81 35.94%),22 (0.17),←,
9,"Steele, Jack",24y 197d,82 (31-1-50 38.41%),27 (0.33),65 (23-1-41 36.15%),18 (0.28)
44,"Wilkie, Callum",24y 109d,26 (11-0-15 42.31%),,←,
Totals,Totals,24y 136d,1570 (724-13-833 46.11%),940 (0.60),,
C,"Ratten, Brett",48y 352d,130 (65-1-64 50.38%),,10 (5-0-5 50.00%),
