Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
42,"Bevan, Paul",22y 304d,59 (36-0-23 61.02%),12 (0.20),←,
6,"Bolton, Craig",27y 58d,144 (88-0-56 61.11%),23 (0.16),115 (71-0-44 61.74%),13 (0.11)
24,"Bolton, Jude",27y 135d,181 (100-1-80 55.52%),84 (0.46),←,
7,"Brennan, Luke",22y 147d,20 (6-0-14 30.00%),11 (0.55),1 (1-0-0 100.00%),
32,"Buchanan, Amon",24y 291d,84 (50-0-34 59.52%),38 (0.45),←,
2,"Davis, Nick",27y 120d,159 (82-0-77 51.57%),221 (1.39),88 (52-0-36 59.09%),136 (1.55)
10,"Everitt, Peter",33y 86d,269 (102-2-165 38.29%),381 (1.42),17 (9-0-8 52.94%),14 (0.82)
12,"Fosdike, Nic",27y 152d,157 (85-1-71 54.46%),63 (0.40),←,
37,"Goodes, Adam",27y 201d,203 (112-1-90 55.42%),198 (0.98),←,
39,"Grundy, Heath",21y 56d,13 (9-0-4 69.23%),9 (0.69),←,
1,"Hall, Barry",30y 170d,219 (112-2-105 51.60%),532 (2.43),131 (78-1-52 59.92%),388 (2.96)
16,"Jolly, Darren",25y 264d,114 (62-0-52 54.39%),36 (0.32),66 (42-0-24 63.64%),25 (0.38)
17,"Kennelly, Tadhg",26y 27d,134 (84-0-50 62.69%),29 (0.22),←,
31,"Kirk, Brett",30y 276d,165 (94-1-70 57.27%),64 (0.39),←,
9,"Malceski, Nick",22y 347d,39 (28-0-11 71.79%),18 (0.46),←,
4,"Mathews, Ben",28y 241d,190 (105-1-84 55.53%),41 (0.22),←,
3,"McVeigh, Jarrad",22y 112d,75 (45-0-30 60.00%),38 (0.51),←,
5,"OKeefe, Ryan",26y 185d,135 (80-0-55 59.26%),148 (1.10),←,
19,"OLoughlin, Michael",30y 158d,264 (152-2-110 57.95%),450 (1.70),←,
25,"Richards, Ted",24y 198d,73 (43-0-30 58.90%),24 (0.33),40 (24-0-16 60.00%),5 (0.13)
36,"Schmidt, Tim",21y 136d,14 (9-0-5 64.29%),10 (0.71),←,
13,"Schneider, Adam",23y 77d,92 (57-0-35 61.96%),92 (1.00),←,
Totals,Totals,26y 37d,2803 (1541-11-1251 54.98%),2522 (0.90),,
C,"Roos, Paul",44y 31d,126 (78-0-48 61.90%),,←,
