Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",25y 17d,154 (96-2-56 62.99%),202 (1.31),←,
3,"Bartel, Jimmy",25y 178d,143 (95-2-46 67.13%),90 (0.63),←,
24,"Blake, Mark",23y 264d,68 (55-0-13 80.88%),10 (0.15),←,
17,"Byrnes, Shannon",25y 54d,61 (46-0-15 75.41%),37 (0.61),←,
18,"Djerrkura, Nathan",20y 254d,1 (1-0-0 100.00%),,←,
44,"Enright, Corey",27y 259d,160 (97-2-61 61.25%),47 (0.29),←,
2,"Harley, Tom",30y 317d,188 (116-3-69 62.50%),11 (0.06),187 (115-3-69 62.30%),10 (0.05)
26,"Hawkins, Tom",20y 314d,28 (25-0-3 89.29%),37 (1.32),←,
28,"Johnson, David",27y 215d,75 (42-1-32 56.67%),16 (0.21),←,
20,"Johnson, Steve",25y 331d,122 (83-2-37 68.85%),242 (1.98),←,
9,"Kelly, James",25y 153d,139 (87-1-51 62.95%),62 (0.45),←,
45,"Ling, Cameron",28y 93d,190 (118-3-69 62.89%),109 (0.57),←,
4,"Mackie, Andrew",24y 297d,92 (71-0-21 77.17%),56 (0.61),←,
39,"Milburn, Darren",32y 46d,243 (140-1-102 57.82%),87 (0.36),←,
21,"Mooney, Cameron",29y 247d,177 (115-1-61 65.25%),227 (1.28),166 (105-1-60 63.55%),225 (1.36)
41,"Mumford, Shane",22y 330d,10 (10-0-0 100.00%),1 (0.10),←,
33,"Rooke, Max",27y 163d,122 (75-2-45 62.30%),48 (0.39),←,
30,"Scarlett, Matthew",29y 360d,216 (132-2-82 61.57%),16 (0.07),←,
14,"Selwood, Joel",21y 5d,55 (51-0-4 92.73%),17 (0.31),←,
7,"Taylor, Harry",22y 353d,31 (29-0-2 93.55%),3 (0.10),←,
5,"Varcoe, Travis",21y 51d,44 (40-0-4 90.91%),43 (0.98),←,
40,"Wojcinski, David",28y 255d,142 (89-2-51 63.38%),47 (0.33),←,
Totals,Totals,25y 290d,2461 (1613-24-824 65.54%),1408 (0.57),,
C,"Thompson, Mark",45y 193d,220 (132-3-85 60.68%),,←,
