Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",23y 143d,48 (20-0-28 41.67%),40 (0.83),←,
7,"Black, Heath",19y 317d,19 (6-0-13 31.58%),10 (0.53),←,
40,"Bolton, Darren",22y 135d,1 (0-0-1 0.00%),,←,
32,"Bond, Chris",30y 74d,147 (65-1-81 44.56%),45 (0.31),25 (7-0-18 28.00%),5 (0.20)
24,"Burton, Matthew",28y 326d,66 (22-0-44 33.33%),31 (0.47),←,
42,"Callaghan, Craig",23y 32d,73 (22-0-51 30.14%),57 (0.78),←,
31,"Clement, James",22y 218d,57 (19-0-38 33.33%),32 (0.56),←,
12,"Dodd, Brad",22y 18d,23 (7-0-16 30.43%),9 (0.39),←,
2,"Fletcher, Adrian",29y 182d,171 (76-2-93 45.03%),82 (0.48),19 (5-0-14 26.32%),9 (0.47)
35,"Gale, Mark",22y 338d,46 (15-0-31 32.61%),13 (0.28),←,
3,"Harding, Greg",22y 205d,49 (21-0-28 42.86%),1 (0.02),←,
17,"Holland, Brodie",19y 97d,15 (2-0-13 13.33%),13 (0.87),←,
11,"Kickett, Dale",30y 341d,129 (54-0-75 41.86%),54 (0.42),83 (31-0-52 37.35%),14 (0.17)
6,"Modra, Tony",30y 40d,121 (55-1-65 45.87%),450 (3.72),3 (0-0-3 0.00%),10 (3.33)
25,"Norrish, Jason",27y 74d,87 (35-0-52 40.23%),14 (0.16),67 (23-0-44 34.33%),12 (0.18)
5,"Parker, Daniel",24y 320d,25 (8-0-17 32.00%),18 (0.72),←,
23,"Parker, Shane",26y 51d,69 (25-0-44 36.23%),5 (0.07),←,
36,"Prescott, Ashley",26y 211d,93 (47-1-45 51.08%),16 (0.17),3 (0-0-3 0.00%),1 (0.33)
13,"Taylor, Garth",18y 274d,3 (0-0-3 0.00%),5 (1.67),←,
26,"Waterhouse, Clive",24y 291d,45 (17-0-28 37.78%),62 (1.38),←,
4,"Wills, Andrew",27y 97d,129 (68-0-61 52.71%),113 (0.88),70 (28-0-42 40.00%),70 (1.00)
29,"Wira, Brad",27y 25d,65 (30-1-34 46.92%),4 (0.06),4 (0-0-4 0.00%),
Totals,Totals,25y 7d,1481 (614-6-861 41.46%),1074 (0.73),,
C,"Drum, Damian",38y 256d,3 (0-0-3 0.00%),,←,
