Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,,11,20,,,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",14,1,8,22,1,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
41,"Bird, Peter",18,7,6,24,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
14,"Bizzotto, Frank",8,6,6,14,,1.0,,2.0,,,,,,,,,,,,,,,
1,"Boyd, Brad",8,1,9,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
40,"Bruce, Jeff",11,6,1,12,,,,1.0,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",10,5,8,18,,,,3.0,,,,,4.0,,,,,,,,,,
35,"Cook, Brett",11,10,8,19,1,,17.0,4.0,,,,,2.0,1.0,2.0,,,,,,,,
24,"Cummings, Trent",2,1,4,6,,,,2.0,,,,,1.0,,,,,,,,,,
31,"Dent, Matthew",17,5,11,28,,1.0,,3.0,,,,,,,,,,,,,,,
3,"Hawkins, Doug",5,3,10,15,1,,,2.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",6,1,2,8,3,,,1.0,,,,,1.0,,,,,,,,,,
19,"Holmes, Darren",9,3,2,11,,,,,,,,,4.0,,,,,,,,,,
2,"Johnson, Chris",8,3,1,9,3,1.0,,2.0,,,,,1.0,,,,,,,,,,
36,"Lamb, Wayne",1,,,1,,,,,,,,,1.0,,,,,,,,,,
38,"McCarthy, Adam",11,5,10,21,,2.0,,2.0,,,,,,,,,,,,,,,
25,"McCarthy, John",2,,,2,,,,,,,,,,2.0,,,,,,,,,
7,"Molloy, Jarrod",8,3,11,19,4,2.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
4,"Paxman, Stephen",4,2,2,6,,,,,,,,,,,,,,,,,,,
8,"Pike, Martin",11,2,2,13,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Zanotti, Mark",22,5,3,25,,,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,69,115,310,15,13.0,17.0,33.0,,,,,21.0,8.0,5.0,,,,,,,,
Opposition,Opposition,175,72,106,281,15,19.0,18.0,18.0,,,,,8.0,21.0,1.0,,,,,,,,
