Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",24y 299d,61 (32-0-29 52.46%),31 (0.51),←,
10,"Boak, Travis",31y 317d,266 (128-1-137 48.31%),172 (0.65),←,
26,"Bonner, Riley",23y 98d,43 (26-0-17 60.47%),8 (0.19),←,
3,"Burton, Ryan",23y 134d,65 (35-1-29 54.62%),9 (0.14),18 (10-0-8 55.56%),4 (0.22)
18,"Butters, Zak",19y 279d,21 (11-0-10 52.38%),14 (0.67),←,
33,"Byrne-Jones, Darcy",24y 267d,88 (47-0-41 53.41%),6 (0.07),←,
17,"Clurey, Tom",26y 82d,83 (48-0-35 57.83%),,←,
22,"Dixon, Charlie",29y 264d,136 (59-1-76 43.75%),215 (1.58),71 (40-0-31 56.34%),121 (1.70)
21,"Duursma, Xavier",19y 342d,22 (13-0-9 59.09%),14 (0.64),←,
7,"Ebert, Brad",30y 72d,248 (117-1-130 47.38%),131 (0.53),172 (89-1-82 52.03%),98 (0.57)
9,"Gray, Robbie",32y 75d,220 (107-0-113 48.64%),318 (1.45),←,
8,"Hartlett, Hamish",29y 304d,166 (79-1-86 47.89%),74 (0.45),←,
5,"Houston, Dan",23y 32d,62 (36-0-26 58.06%),10 (0.16),←,
1,"Jonas, Tom",29y 156d,141 (73-1-67 52.13%),1 (0.01),←,
29,"Lycett, Scott",27y 261d,95 (59-0-36 62.11%),51 (0.54),20 (11-0-9 55.00%),6 (0.30)
4,"Marshall, Todd",21y 249d,22 (17-0-5 77.27%),26 (1.18),←,
12,"McKenzie, Trent",28y 71d,110 (32-0-78 29.09%),22 (0.20),4 (3-0-1 75.00%),
6,"Motlop, Steven",29y 93d,172 (110-2-60 64.53%),197 (1.15),37 (20-0-17 54.05%),22 (0.59)
2,"Powell-Pepper, Sam",22y 157d,59 (35-0-24 59.32%),31 (0.53),←,
11,"Rockliff, Tom",30y 112d,192 (68-0-124 35.42%),96 (0.50),38 (22-0-16 57.89%),9 (0.24)
20,"Rozee, Connor",20y 143d,24 (13-0-11 54.17%),31 (1.29),←,
39,"Westhoff, Justin",33y 256d,270 (130-1-139 48.33%),306 (1.13),←,
Totals,Totals,26y 168d,2566 (1275-9-1282 49.69%),1763 (0.69),,
C,"Hinkley, Ken",53y 257d,161 (90-0-71 55.90%),,←,
