Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",28y 203d,120 (65-1-54 54.58%),434 (3.62),114 (60-1-53 53.07%),424 (3.72)
27,"Bews, Andrew",25y 277d,148 (69-1-78 46.96%),116 (0.78),←,
31,"Bourke, Tim",21y 8d,4 (2-0-2 50.00%),,←,
16,"Brownless, Bill",23y 84d,65 (33-1-31 51.54%),128 (1.97),←,
36,"Cameron, David",26y 18d,37 (20-0-17 54.05%),67 (1.81),←,
7,"Couch, Paul",25y 277d,101 (56-0-45 55.45%),84 (0.83),←,
28,"Darcy, Tim",26y 97d,91 (44-0-47 48.35%),24 (0.26),←,
18,"Denham, Sean",20y 358d,34 (16-0-18 47.06%),13 (0.38),←,
14,"Flanigan, Darren",28y 45d,114 (57-0-57 50.00%),43 (0.38),←,
48,"Gurrie, Michael",22y 6d,4 (2-0-2 50.00%),2 (0.50),←,
32,"Hocking, Garry",21y 196d,39 (23-1-15 60.26%),27 (0.69),←,
1,"Hocking, Steve",25y 94d,108 (56-0-52 51.85%),7 (0.06),←,
12,"Malakellis, Spiro",21y 364d,17 (12-0-5 70.59%),6 (0.35),←,
38,"McCrabb, Austin",25y 85d,18 (12-0-6 66.67%),2 (0.11),←,
11,"Morgan, Darren",25y 12d,82 (43-0-39 52.44%),65 (0.79),←,
24,"Poole, Trevor",25y 364d,102 (32-0-70 31.37%),60 (0.59),3 (2-0-1 66.67%),4 (1.33)
20,"Rogers, Andrew",25y 250d,27 (19-0-8 70.37%),3 (0.11),19 (14-0-5 73.68%),2 (0.11)
8,"Scott, Robert",21y 52d,59 (33-1-25 56.78%),72 (1.22),←,
9,"Sterrett, Ray",25y 29d,4 (3-0-1 75.00%),3 (0.75),←,
26,"Stoneham, Barry",22y 72d,69 (38-1-30 55.80%),61 (0.88),←,
Totals,Totals,24y 126d,1243 (635-6-602 51.09%),1217 (0.98),,
C,"Blight, Malcolm",40y 65d,46 (26-0-20 56.52%),,30 (20-0-10 66.67%),
