Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",23y 285d,89 (27-0-62 30.34%),28 (0.31),58 (24-0-34 41.38%),16 (0.28)
29,"Broomhead, Tim",23y 102d,32 (11-0-21 34.38%),23 (0.72),←,
46,"Cox, Mason",26y 110d,16 (6-0-10 37.50%),22 (1.38),←,
25,"Crisp, Jack",23y 273d,76 (31-0-45 40.79%),41 (0.54),58 (24-0-34 41.38%),31 (0.53)
2,"de Goey, Jordan",21y 109d,44 (18-0-26 40.91%),30 (0.68),←,
15,"Dunn, Lynden",30y 49d,174 (47-2-125 27.59%),98 (0.56),9 (4-0-5 44.44%),1 (0.11)
5,"Elliott, Jamie",24y 315d,81 (47-0-34 58.02%),125 (1.54),←,
1,"Fasolo, Alex",25y 24d,94 (52-0-42 55.32%),125 (1.33),←,
6,"Goldsack, Tyson",30y 41d,154 (94-0-60 61.04%),50 (0.32),←,
19,"Greenwood, Levi",28y 133d,115 (55-1-59 48.26%),54 (0.47),41 (15-0-26 36.59%),28 (0.68)
4,"Grundy, Brodie",23y 78d,76 (35-0-41 46.05%),25 (0.33),←,
32,"Hoskin-Elliott, Will",23y 303d,66 (17-0-49 25.76%),53 (0.80),14 (5-0-9 35.71%),11 (0.79)
38,"Howe, Jeremy",27y 3d,134 (35-0-99 26.12%),85 (0.63),34 (13-0-21 38.24%),5 (0.15)
8,"Langdon, Tom",23y 23d,49 (21-0-28 42.86%),2 (0.04),←,
37,"Maynard, Brayden",20y 285d,43 (15-0-28 34.88%),11 (0.26),←,
30,"Moore, Darcy",21y 158d,40 (15-0-25 37.50%),52 (1.30),←,
10,"Pendlebury, Scott",29y 176d,250 (149-2-99 60.00%),157 (0.63),←,
21,"Phillips, Tom",21y 56d,19 (8-0-11 42.11%),8 (0.42),←,
31,"Ramsay, Jackson",22y 224d,17 (8-0-9 47.06%),,←,
22,"Sidebottom, Steele",26y 181d,177 (108-2-67 61.58%),135 (0.76),←,
24,"Thomas, Josh",25y 274d,33 (21-0-12 63.64%),20 (0.61),←,
7,"Treloar, Adam",24y 115d,114 (34-0-80 29.82%),72 (0.63),35 (14-0-21 40.00%),24 (0.69)
Totals,Totals,24y 300d,1893 (854-7-1032 45.11%),1216 (0.64),,
C,"Buckley, Nathan",44y 341d,128 (66-0-62 51.56%),,←,
