Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brand, Kaiden",8,5,5,13,,,,1.0,2.0,,,1.0,1.0,,,5.0,8.0,,,7.0,,,71.0
7,"Cunningham, Harry",17,10,10,27,,,,4.0,6.0,1.0,,1.0,1.0,1.0,,6.0,20.0,,,3.0,,,95.0
34,"Dawson, Jordan",16,5,4,20,,,,7.0,5.0,2.0,1.0,6.0,,4.0,,3.0,14.0,1.0,,2.0,,,82.0
13,"Florent, Oliver",16,5,4,20,,,,,2.0,2.0,2.0,4.0,,,,9.0,10.0,1.0,,2.0,,,76.0
23,"Franklin, Lance",9,3,4,13,3,,,2.0,,3.0,,4.0,2.0,2.0,,8.0,4.0,2.0,3.0,1.0,,2.0,98.0
9,"Hayward, Will",9,6,2,11,2,,,3.0,,2.0,,,,,,2.0,10.0,1.0,2.0,1.0,,,78.0
5,"Heeney, Isaac",20,14,2,22,3,1.0,,3.0,,6.0,1.0,5.0,1.0,1.0,3.0,8.0,14.0,3.0,4.0,1.0,1.0,2.0,84.0
29,"Hewett, George",8,5,4,12,,,,3.0,2.0,1.0,1.0,3.0,,2.0,,5.0,9.0,,,1.0,,,69.0
12,"Kennedy, Josh",7,2,12,19,2,,,10.0,,1.0,3.0,1.0,2.0,,1.0,13.0,5.0,,2.0,2.0,,,75.0
44,"Lloyd, Jake",19,3,10,29,,,,4.0,6.0,2.0,1.0,,2.0,,,4.0,19.0,,,3.0,,,92.0
30,"McCartin, Tom",10,6,2,12,,,,,2.0,,1.0,3.0,,,,3.0,9.0,1.0,,3.0,1.0,,97.0
27,"McInerney, Justin",10,4,7,17,,,,1.0,1.0,5.0,1.0,1.0,2.0,,,5.0,13.0,,,1.0,,,80.0
41,"McLean, Hayden",6,4,1,7,,1.0,6.0,2.0,,3.0,,4.0,,2.0,,2.0,4.0,1.0,2.0,4.0,,,89.0
14,"Mills, Callum",12,3,13,25,,,,7.0,,5.0,5.0,3.0,4.0,1.0,,12.0,11.0,,,2.0,,1.0,86.0
11,"Papley, Tom",13,6,2,15,3,,,5.0,,4.0,1.0,4.0,1.0,1.0,,6.0,11.0,,1.0,1.0,1.0,1.0,89.0
26,"Parker, Luke",14,3,9,23,1,,,6.0,2.0,6.0,8.0,6.0,3.0,2.0,,15.0,8.0,1.0,,3.0,,3.0,80.0
24,"Rampe, Dane",11,5,3,14,,1.0,,2.0,3.0,3.0,,3.0,1.0,,,3.0,12.0,,,3.0,,,95.0
8,"Rowbottom, James",6,1,8,14,,,,11.0,,4.0,3.0,3.0,,2.0,,8.0,7.0,,,1.0,,,75.0
18,"Sinclair, Callum",6,3,6,12,,,24.0,2.0,,1.0,5.0,1.0,2.0,,,8.0,4.0,1.0,,7.0,,1.0,85.0
3,"Stephens, Dylan",2,4,11,13,,,,1.0,1.0,,,4.0,1.0,1.0,,3.0,10.0,,,1.0,,,68.0
28,"Taylor, Lewis",,,,,,,,,,,,,,,,,,,,,,,
1,"Warner, Chad",9,4,6,15,,,,4.0,1.0,4.0,2.0,6.0,,5.0,,6.0,10.0,,,,,1.0,66.0
45,"Wicks, Sam",10,6,1,11,1,2.0,,4.0,,3.0,,2.0,,2.0,,1.0,11.0,,,,1.0,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,238,107,126,364,15,10.0,30.0,82.0,33.0,58.0,35.0,65.0,23.0,26.0,4.0,135.0,223.0,12.0,14.0,49.0,4.0,11.0,
Opposition,Opposition,199,72,104,303,11,12.0,44.0,53.0,42.0,44.0,35.0,50.0,26.0,23.0,2.0,139.0,158.0,10.0,9.0,41.0,7.0,3.0,
