Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",28y 344d,134 (80-1-53 60.07%),48 (0.36),←,
37,"Bassett, Adrian",24y 20d,15 (9-0-6 60.00%),6 (0.40),←,
16,"Bond, Chris",22y 64d,5 (2-0-3 40.00%),4 (0.80),←,
40,"Cavedon, Andrew",19y 146d,1 (1-0-0 100.00%),,←,
35,"Dean, Peter",26y 22d,107 (70-1-36 65.89%),15 (0.14),←,
6,"Dorotich, Jon",28y 338d,90 (55-1-34 61.67%),62 (0.69),←,
9,"Edgar, Stephen",24y 58d,7 (3-0-4 42.86%),,←,
12,"Gleeson, Adrian",23y 335d,90 (56-1-33 62.78%),94 (1.04),←,
13,"Hanna, Mil",24y 360d,66 (35-1-30 53.79%),21 (0.32),←,
25,"Herman, Ian",25y 171d,46 (27-1-18 59.78%),38 (0.83),←,
28,"Kernahan, David",25y 263d,27 (14-0-13 51.85%),8 (0.30),←,
4,"Kernahan, Stephen",27y 211d,117 (73-1-43 62.82%),322 (2.75),←,
44,"Madden, Justin",29y 304d,205 (129-1-75 63.17%),142 (0.69),160 (99-1-60 62.19%),122 (0.76)
23,"Meldrum, Paul",30y 199d,140 (92-1-47 66.07%),134 (0.96),←,
27,"OSullivan, Luke",23y 3d,14 (6-0-8 42.86%),9 (0.64),←,
19,"Phillips, Andrew",21y 63d,23 (11-1-11 50.00%),20 (0.87),←,
7,"Ratten, Brett",19y 263d,2 (1-0-1 50.00%),1 (0.50),←,
36,"Rieniets, Tim",24y 351d,13 (8-0-5 61.54%),4 (0.31),←,
1,"Silvagni, Stephen",23y 304d,98 (63-0-35 64.29%),59 (0.60),←,
15,"Verbeek, Simon",24y 2d,26 (13-1-12 51.92%),31 (1.19),←,
Totals,Totals,24y 337d,1226 (748-11-467 61.01%),1018 (0.83),,
C,"Parkin, David",48y 200d,284 (167-1-116 58.98%),,121 (80-1-40 66.53%),
