Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 340d,84 (52-0-32 61.90%),129 (1.54),46 (34-0-12 73.91%),74 (1.61)
33,"Allison, Brett",31y 101d,217 (122-1-94 56.45%),276 (1.27),←,
11,"Archer, Glenn",26y 164d,160 (106-0-54 66.25%),101 (0.63),←,
26,"Bell, Peter",23y 187d,98 (67-0-31 68.37%),93 (0.95),96 (67-0-29 69.79%),91 (0.95)
12,"Blakey, John",33y 42d,297 (159-0-138 53.54%),96 (0.32),162 (107-0-55 66.05%),58 (0.36)
16,"Capuano, Mathew",24y 2d,66 (51-0-15 77.27%),19 (0.29),←,
18,"Carey, Wayne",28y 100d,205 (128-0-77 62.44%),562 (2.74),←,
23,"Clayton, Shane",20y 315d,41 (20-0-21 48.78%),10 (0.24),23 (18-0-5 78.26%),9 (0.39)
6,"Grant, Shannon",22y 138d,105 (67-1-37 64.29%),114 (1.09),47 (35-0-12 74.47%),76 (1.62)
29,"Harvey, Brent",21y 113d,62 (44-0-18 70.97%),63 (1.02),←,
34,"King, David",27y 181d,130 (88-0-42 67.69%),41 (0.32),←,
4,"Martyn, Mick",31y 4d,240 (143-1-96 59.79%),14 (0.06),←,
5,"McCartney, Jason",25y 174d,120 (67-0-53 55.83%),51 (0.43),45 (33-0-12 73.33%),3 (0.07)
31,"McKernan, Corey",25y 259d,136 (95-0-41 69.85%),149 (1.10),←,
19,"Mooney, Cameron",19y 343d,10 (9-0-1 90.00%),2 (0.20),←,
44,"Motlop, Shannon",21y 17d,5 (5-0-0 100.00%),3 (0.60),←,
28,"Pickett, Byron",22y 24d,49 (36-0-13 73.47%),,←,
13,"Pike, Martin",26y 294d,119 (55-0-64 46.22%),53 (0.45),59 (43-0-16 72.88%),13 (0.22)
24,"Sholl, Craig",31y 248d,220 (133-0-87 60.45%),148 (0.67),←,
7,"Simpson, Adam",23y 200d,88 (65-0-23 73.86%),35 (0.40),←,
10,"Stevens, Anthony",28y 64d,204 (128-0-76 62.75%),97 (0.48),←,
30,"Welsh, Scott",20y 271d,34 (24-0-10 70.59%),29 (0.85),←,
Totals,Totals,25y 163d,2690 (1664-3-1023 61.86%),2085 (0.78),,
C,"Pagan, Denis",51y 345d,168 (112-0-56 66.67%),,←,
