Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",30,2,15,45,,,,2.0,,,,,2.0,4.0,2.0,,,,,,,,
50,"Ballantyne, Jon",4,5,3,7,2,,,,,,,,,2.0,,,,,,,,,
35,"Baxter, Darren",14,4,3,17,,,,,,,,,1.0,,,,,,,,,,
6,"Campbell, Tony",3,1,,3,,,,3.0,,,,,1.0,3.0,,,,,,,,,
20,"Coleman, Glenn",11,5,9,20,2,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
16,"Croft, Matthew",4,,2,6,1,,,1.0,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",9,4,5,14,5,,,,,,,,2.0,4.0,,,,,,,,,
41,"Frost, Michael",9,2,8,17,,,,2.0,,,,,1.0,3.0,,,,,,,,,
10,"Hunter, Mark",2,,2,4,,,,1.0,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",9,1,4,13,1,1.0,,3.0,,,,,2.0,3.0,,,,,,,,,
46,"Kretiuk, Steven",9,5,7,16,,1.0,,,,,,,,5.0,,,,,,,,,
39,"Liberatore, Tony",13,2,20,33,1,,,4.0,,,,,6.0,4.0,3.0,,,,,,,,
27,"Macpherson, Stephen",13,1,7,20,,,,,,,,,3.0,,,,,,,,,,
25,"Mansfield, Matthew",14,3,3,17,,,,5.0,,,,,4.0,2.0,,,,,,,,,
2,"Reynolds, Keenan",9,4,,9,,,,2.0,,,,,2.0,,,,,,,,,,
33,"Royal, Brian",9,1,6,15,3,2.0,,,,,,,4.0,5.0,,,,,,,,,
31,"Smith, Rohan",6,4,4,10,,,,,,,,,,2.0,,,,,,,,,
17,"Standfield, Barry",18,9,5,23,,,,,,,,,1.0,,,,,,,,,,
8,"Toohey, Bernard",7,1,2,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",6,6,15,21,,,19.0,1.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,60,120,319,15,7.0,19.0,27.0,,,,,34.0,46.0,5.0,,,,,,,,
Opposition,Opposition,221,82,153,374,11,18.0,14.0,30.0,,,,,46.0,34.0,1.0,,,,,,,,
