Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",23y 292d,98 (39-0-59 39.80%),46 (0.47),←,
5,"Broadbent, Matthew",21y 292d,41 (11-0-30 26.83%),16 (0.39),←,
32,"Butcher, John",20y 321d,10 (3-0-7 30.00%),21 (2.10),←,
27,"Carlile, Alipate",25y 19d,99 (38-0-61 38.38%),4 (0.04),←,
1,"Cassisi, Domenic",29y 240d,192 (96-1-95 50.26%),73 (0.38),←,
30,"Chaplin, Troy",26y 86d,130 (52-1-77 40.38%),10 (0.08),←,
18,"Cornes, Kane",29y 135d,231 (118-1-112 51.30%),82 (0.35),←,
7,"Ebert, Brad",22y 47d,84 (30-0-54 35.71%),42 (0.50),8 (2-0-6 25.00%),9 (1.13)
33,"Ebert, Brett",28y 183d,152 (69-1-82 45.72%),218 (1.43),←,
8,"Hartlett, Hamish",21y 279d,39 (10-0-29 25.64%),15 (0.38),←,
16,"Jacobs, Ben",20y 131d,20 (3-0-17 15.00%),5 (0.25),←,
35,"McCarthy, John",22y 182d,26 (14-0-12 53.85%),13 (0.50),8 (2-0-6 25.00%),3 (0.38)
6,"Pearce, Danyle",26y 42d,140 (56-0-84 40.00%),72 (0.51),←,
31,"Pfeiffer, Darren",24y 234d,11 (4-0-7 36.36%),5 (0.45),4 (1-0-3 25.00%),1 (0.25)
4,"Renouf, Brent",24y 16d,57 (30-1-26 53.51%),11 (0.19),5 (1-0-4 20.00%),2 (0.40)
28,"Schulz, Jay",27y 31d,109 (37-2-70 34.86%),140 (1.28),38 (13-0-25 34.21%),82 (2.16)
14,"Stewart, Paul",24y 314d,52 (18-0-34 34.62%),8 (0.15),←,
9,"Surjan, Jacob",26y 278d,116 (53-0-63 45.69%),17 (0.15),←,
21,"Thomas, Matt",25y 82d,72 (22-0-50 30.56%),23 (0.32),←,
12,"Trengove, Jackson",21y 199d,48 (11-0-37 22.92%),5 (0.10),←,
39,"Westhoff, Justin",25y 231d,97 (38-0-59 39.18%),130 (1.34),←,
20,"Wingard, Chad",18y 295d,6 (2-0-4 33.33%),1 (0.17),←,
Totals,Totals,24y 145d,1830 (754-7-1069 41.20%),957 (0.52),,
C,"Primus, Matthew",37y 128d,37 (10-0-27 27.03%),,←,
