Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Ball, Jason",5.0,3.0,7.0,12.0,,,23.0,3.0,1.0,2.0,4.0,3.0,,2.0,,6.0,6.0,1.0,,1.0,,,81.0
21,"Barry, Leo",3.0,3.0,10.0,13.0,,,,2.0,5.0,,,2.0,,1.0,,4.0,9.0,,,3.0,8.0,,100.0
42,"Bevan, Paul",1.0,1.0,5.0,6.0,,,,1.0,,,,,,,,4.0,2.0,,,,,,66.0
6,"Bolton, Craig",6.0,3.0,7.0,13.0,,,1.0,1.0,4.0,1.0,,2.0,,,,4.0,7.0,,,1.0,,,100.0
24,"Bolton, Jude",10.0,1.0,5.0,15.0,1.0,1.0,1.0,2.0,,5.0,3.0,1.0,1.0,,,6.0,9.0,,,2.0,,1.0,85.0
32,"Buchanan, Amon",2.0,,9.0,11.0,,,,2.0,1.0,,2.0,,,,,6.0,5.0,,,2.0,,,53.0
28,"Crouch, Jared",6.0,,5.0,11.0,,,,6.0,,4.0,2.0,2.0,,,,4.0,7.0,,,2.0,1.0,,97.0
2,"Davis, Nick",4.0,1.0,2.0,6.0,1.0,1.0,,,,1.0,,,,,,2.0,4.0,,,,,,73.0
12,"Fosdike, Nic",6.0,1.0,8.0,14.0,2.0,,,3.0,1.0,,2.0,4.0,,2.0,,7.0,8.0,1.0,1.0,,,1.0,80.0
37,"Goodes, Adam",,,,,,,1.0,,,,,,,,,,,,,,,,
1,"Hall, Barry",14.0,10.0,4.0,18.0,5.0,2.0,4.0,,,3.0,2.0,5.0,,1.0,,10.0,8.0,6.0,6.0,,,2.0,100.0
18,"James, Heath",7.0,3.0,3.0,10.0,,,,4.0,4.0,,1.0,1.0,1.0,,,4.0,6.0,1.0,,7.0,,,89.0
17,"Kennelly, Tadhg",10.0,2.0,8.0,18.0,,,,,5.0,,,4.0,1.0,1.0,,3.0,12.0,,,1.0,1.0,1.0,100.0
31,"Kirk, Brett",5.0,,8.0,13.0,1.0,,,2.0,,,6.0,,3.0,,,9.0,5.0,,,,,,83.0
4,"Mathews, Ben",12.0,2.0,9.0,21.0,1.0,,,4.0,1.0,2.0,,,1.0,,,5.0,15.0,,,2.0,,,90.0
11,"Maxfield, Stuart",12.0,5.0,4.0,16.0,1.0,,,,4.0,2.0,3.0,3.0,,1.0,,5.0,8.0,,1.0,3.0,,1.0,92.0
23,"Nicks, Matthew",10.0,4.0,4.0,14.0,,,,3.0,1.0,4.0,5.0,3.0,4.0,2.0,,7.0,7.0,,,2.0,1.0,1.0,67.0
5,"OKeefe, Ryan",8.0,5.0,1.0,9.0,,1.0,,1.0,,5.0,,3.0,,1.0,,2.0,7.0,,1.0,1.0,,2.0,91.0
19,"OLoughlin, Michael",9.0,6.0,3.0,12.0,3.0,1.0,,,,,2.0,1.0,1.0,,,5.0,7.0,1.0,3.0,1.0,,1.0,79.0
45,"Rogers, Aaron",1.0,,2.0,3.0,,,,,1.0,,,1.0,,1.0,,1.0,2.0,,,1.0,,,98.0
22,"Saddington, Jason",6.0,2.0,3.0,9.0,,,5.0,,,3.0,2.0,,1.0,,,4.0,4.0,1.0,,2.0,4.0,,76.0
10,"Williams, Paul",19.0,6.0,7.0,26.0,,1.0,,1.0,3.0,9.0,6.0,2.0,,,,10.0,17.0,,,1.0,4.0,,100.0
Totals,Totals,156.0,58.0,114.0,270.0,15.0,7.0,35.0,35.0,31.0,41.0,40.0,37.0,13.0,12.0,,108.0,155.0,11.0,12.0,32.0,19.0,10.0,
Opposition,Opposition,175.0,70.0,111.0,286.0,18.0,16.0,42.0,42.0,28.0,55.0,35.0,30.0,12.0,13.0,6.0,123.0,164.0,14.0,16.0,44.0,34.0,6.0,
