Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",9,8,13,22,4,1.0,20.0,1.0,,3.0,5.0,3.0,1.0,1.0,2.0,13.0,10.0,3.0,3.0,1.0,1.0,,
16,"Barnard, Paul",9,6,6,15,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,7.0,9.0,3.0,1.0,1.0,,,
8,"Bewick, Darren",16,3,5,21,1,2.0,,2.0,2.0,7.0,2.0,4.0,1.0,1.0,,6.0,14.0,,1.0,3.0,2.0,,
32,"Blumfield, Justin",4,2,,4,,,,3.0,,1.0,,1.0,,2.0,,,5.0,,,,,,
33,"Caracella, Blake",15,7,11,26,3,3.0,,1.0,,6.0,3.0,3.0,4.0,1.0,1.0,12.0,15.0,2.0,3.0,2.0,,,
38,"Denham, Sean",6,2,7,13,,,,2.0,2.0,4.0,3.0,1.0,,2.0,,4.0,9.0,,,,2.0,,
31,"Fletcher, Dustin",9,2,1,10,,,,,6.0,,,,3.0,,,4.0,2.0,1.0,,1.0,,,
30,"Fraser, Mark",12,4,13,25,1,,,2.0,,6.0,3.0,3.0,1.0,1.0,,10.0,16.0,,,4.0,,,
11,"Hardwick, Damien",19,2,4,23,,,,3.0,3.0,5.0,1.0,1.0,2.0,3.0,,9.0,14.0,1.0,,1.0,,,
26,"Heffernan, Chris",4,,5,9,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,6.0,,,3.0,,,
28,"Johnson, Mark",10,2,3,13,,,,3.0,2.0,3.0,3.0,1.0,1.0,1.0,,6.0,7.0,1.0,,,1.0,,
18,"Lloyd, Matthew",12,5,3,15,2,1.0,,2.0,,2.0,,,1.0,2.0,,7.0,7.0,3.0,3.0,,,,
2,"Mercuri, Mark",12,5,13,25,2,,,,,3.0,2.0,2.0,1.0,2.0,,14.0,12.0,2.0,2.0,2.0,,,
24,"Misiti, Joe",16,4,17,33,1,1.0,,,1.0,6.0,7.0,3.0,3.0,,3.0,13.0,21.0,,,1.0,,,
29,"Moorcroft, Gary",7,2,1,8,2,1.0,,2.0,,1.0,2.0,,2.0,2.0,,4.0,4.0,1.0,2.0,2.0,,,
43,"Rioli, Dean",13,5,3,16,3,2.0,,1.0,,5.0,1.0,,,1.0,,7.0,10.0,2.0,,1.0,,,
7,"Solomon, Dean",7,2,6,13,,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,9.0,5.0,1.0,,1.0,,,
19,"Somerville, Peter",4,3,,4,,,9.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,,1.0,,,
12,"Symons, Michael",4,1,2,6,,,,1.0,,3.0,,,1.0,1.0,,3.0,4.0,,,1.0,,,
21,"Wallis, Dean",4,3,6,10,2,,,4.0,,1.0,,,1.0,3.0,,8.0,2.0,2.0,2.0,1.0,,,
6,"Wellman, Sean",11,3,3,14,,,1.0,,2.0,2.0,,,2.0,1.0,,7.0,7.0,1.0,,,1.0,,
35,"Young, Barry",10,6,5,15,1,,2.0,2.0,,1.0,3.0,3.0,1.0,3.0,,5.0,10.0,1.0,2.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,77,127,340,23,15.0,34.0,35.0,23.0,64.0,40.0,29.0,29.0,30.0,6.0,152.0,191.0,25.0,19.0,26.0,7.0,,
Opposition,Opposition,172,58,105,277,15,3.0,30.0,24.0,34.0,39.0,37.0,31.0,30.0,29.0,,131.0,149.0,9.0,11.0,21.0,7.0,,
