Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",26y 246d,129 (76-2-51 59.69%),35 (0.27),←,
11,"Barlow, Ed",22y 180d,21 (8-2-11 42.86%),14 (0.67),←,
14,"Bird, Craig",20y 186d,35 (17-1-17 50.00%),12 (0.34),←,
6,"Bolton, Craig",29y 56d,189 (111-2-76 59.26%),25 (0.13),160 (94-2-64 59.38%),15 (0.09)
24,"Bolton, Jude",29y 133d,228 (123-3-102 54.61%),108 (0.47),←,
37,"Goodes, Adam",29y 199d,247 (134-3-110 54.86%),253 (1.02),←,
39,"Grundy, Heath",23y 54d,41 (22-0-19 53.66%),18 (0.44),←,
4,"Hannebery, Dan",18y 152d,2 (1-0-1 50.00%),,←,
15,"Jack, Kieren",22y 28d,42 (20-1-21 48.81%),20 (0.48),←,
16,"Jolly, Darren",27y 262d,161 (85-2-74 53.42%),70 (0.43),113 (65-2-46 58.41%),59 (0.52)
31,"Kirk, Brett",32y 274d,212 (117-3-92 55.90%),81 (0.38),←,
29,"Mattner, Martin",26y 354d,139 (80-1-58 57.91%),27 (0.19),41 (20-1-20 50.00%),13 (0.32)
3,"McVeigh, Jarrad",24y 110d,120 (68-2-50 57.50%),86 (0.72),←,
33,"Moore, Jarred",23y 142d,44 (25-1-18 57.95%),37 (0.84),←,
5,"OKeefe, Ryan",28y 183d,181 (102-2-77 56.91%),190 (1.05),←,
19,"OLoughlin, Michael",32y 156d,298 (170-4-124 57.72%),511 (1.71),←,
38,"Pyke, Mike",25y 124d,4 (2-0-2 50.00%),,←,
30,"Roberts-Thomson, Lewis",25y 321d,114 (67-1-46 59.21%),14 (0.12),←,
2,"Shaw, Rhyce",27y 283d,111 (55-0-56 49.55%),24 (0.22),17 (7-0-10 41.18%),4 (0.24)
40,"Smith, Nick",21y 44d,8 (2-0-6 25.00%),1 (0.13),←,
27,"Thornton, Kristin",21y 143d,7 (3-0-4 42.86%),3 (0.43),←,
18,"White, Jesse",21y 198d,15 (5-1-9 36.67%),10 (0.67),←,
Totals,Totals,25y 174d,2348 (1293-31-1024 55.07%),1539 (0.66),,
C,"Roos, Paul",46y 29d,173 (101-2-70 58.96%),,←,
