Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 98d,286 (168-0-118 58.74%),139 (0.49),←,
16,"Brown, Leigh",24y 127d,142 (57-1-84 40.49%),55 (0.39),79 (38-1-40 48.73%),35 (0.44)
24,"Firrito, Michael",22y 215d,49 (26-0-23 53.06%),10 (0.20),←,
6,"Grant, Shannon",29y 72d,250 (139-2-109 56.00%),289 (1.16),192 (107-1-84 55.99%),251 (1.31)
15,"Green, Kasey",26y 293d,67 (25-1-41 38.06%),16 (0.24),13 (4-0-9 30.77%),8 (0.62)
31,"Hale, David",22y 39d,50 (21-0-29 42.00%),25 (0.50),←,
39,"Harding, Leigh",25y 65d,81 (41-1-39 51.23%),115 (1.42),←,
4,"Harris, Daniel",24y 51d,82 (40-1-41 49.39%),27 (0.33),←,
29,"Harvey, Brent",28y 47d,207 (117-1-89 56.76%),238 (1.15),←,
22,"Jones, Chad",22y 15d,6 (2-0-4 33.33%),1 (0.17),←,
21,"Jones, Corey",25y 124d,94 (43-0-51 45.74%),113 (1.20),←,
35,"Makepeace, Troy",27y 116d,135 (68-1-66 50.74%),36 (0.27),←,
20,"Petrie, Drew",23y 258d,97 (46-1-50 47.94%),73 (0.75),←,
30,"Pratt, Daniel",23y 101d,32 (15-0-17 46.88%),2 (0.06),29 (14-0-15 48.28%),1 (0.03)
3,"Rawlings, Brady",25y 20d,124 (64-0-60 51.61%),49 (0.40),←,
26,"Rocca, Saverio",32y 222d,252 (116-3-133 46.63%),737 (2.92),96 (46-1-49 48.44%),223 (2.32)
34,"Schwarze, Ben",22y 310d,3 (2-0-1 66.67%),1 (0.33),←,
7,"Simpson, Adam",30y 134d,236 (138-1-97 58.69%),69 (0.29),←,
9,"Sinclair, Jess",27y 308d,152 (58-1-93 38.49%),60 (0.39),102 (45-1-56 44.61%),34 (0.33)
23,"Thompson, Nathan",28y 136d,155 (72-1-82 46.77%),276 (1.78),36 (17-0-19 47.22%),84 (2.33)
36,"Watt, Shannon",25y 216d,99 (50-1-48 51.01%),5 (0.05),←,
8,"Wells, Daniel",21y 147d,75 (37-1-37 50.00%),44 (0.59),←,
Totals,Totals,25y 357d,2674 (1345-17-1312 50.30%),2380 (0.89),,
C,"Laidley, Dani",39y 95d,80 (38-1-41 48.13%),,←,
