Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
33,"Farmer, Jeff",21y 86d,62 (24-0-38 38.71%),118 (1.90),←,
20,"Febey, Matthew",29y 30d,124 (58-0-66 46.77%),35 (0.28),←,
21,"Febey, Steven",29y 30d,205 (106-0-99 51.71%),31 (0.15),←,
4,"Grgic, Brent",18y 345d,28 (13-0-15 46.43%),12 (0.43),←,
27,"Ingerson, Anthony",28y 340d,101 (41-0-60 40.59%),40 (0.40),64 (25-0-39 39.06%),15 (0.23)
7,"Kowal, Darren",26y 92d,94 (46-0-48 48.94%),37 (0.39),←,
36,"Leoncelli, Andrew",24y 63d,42 (19-0-23 45.24%),9 (0.21),←,
3,"Lyon, Garry",31y 5d,224 (126-1-97 56.47%),423 (1.89),←,
35,"McDonald, Anthony",26y 97d,43 (18-0-25 41.86%),19 (0.44),←,
23,"McDonald, James",21y 348d,26 (16-0-10 61.54%),13 (0.50),←,
9,"Neitz, David",23y 239d,119 (53-0-66 44.54%),171 (1.44),←,
43,"Rigoni, Guy",24y 53d,25 (16-0-9 64.00%),6 (0.24),←,
24,"Robertson, Russell",19y 298d,19 (13-0-6 68.42%),20 (1.05),←,
5,"Schwarz, David",26y 56d,92 (41-1-50 45.11%),142 (1.54),←,
10,"Seecamp, Marcus",26y 53d,122 (47-0-75 38.52%),17 (0.14),71 (29-0-42 40.85%),7 (0.10)
1,"Shanahan, Jamie",30y 286d,147 (79-1-67 54.08%),,22 (15-0-7 68.18%),
11,"Stynes, Jim",32y 148d,264 (135-1-128 51.33%),130 (0.49),←,
2,"Tingay, Stephen",28y 36d,153 (84-0-69 54.90%),76 (0.50),←,
12,"Viney, Todd",32y 172d,216 (105-1-110 48.84%),84 (0.39),←,
34,"White, Jeff",21y 211d,57 (29-0-28 50.88%),35 (0.61),25 (16-0-9 64.00%),17 (0.68)
22,"Woewodin, Shane",22y 68d,47 (20-0-27 42.55%),14 (0.30),←,
13,"Yze, Adem",20y 362d,72 (30-0-42 41.67%),28 (0.39),←,
Totals,Totals,25y 255d,2282 (1119-5-1158 49.04%),1460 (0.64),,
C,"Daniher, Neale",37y 215d,25 (16-0-9 64.00%),,←,
