Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",22y 73d,41 (26-0-15 63.41%),12 (0.29),←,
41,"Anstey, Jacob",19y 103d,1 (1-0-0 100.00%),,←,
21,"Bradley, Craig",33y 199d,252 (158-2-92 63.10%),187 (0.74),←,
39,"Christou, Ang",25y 114d,103 (71-1-31 69.42%),17 (0.17),←,
6,"Clape, Matt",27y 347d,76 (56-0-20 73.68%),59 (0.78),47 (35-0-12 74.47%),45 (0.96)
36,"Hamill, Aaron",19y 263d,11 (5-0-6 45.45%),6 (0.55),←,
9,"Hickmott, Adrian",25y 41d,76 (49-0-27 64.47%),39 (0.51),26 (17-0-9 65.38%),15 (0.58)
33,"Hogg, Matthew",28y 140d,138 (76-3-59 56.16%),35 (0.25),79 (52-1-26 66.46%),31 (0.39)
4,"Kernahan, Stephen",33y 251d,239 (151-2-86 63.60%),724 (3.03),←,
43,"Koutoufides, Anthony",24y 112d,92 (60-1-31 65.76%),64 (0.70),←,
22,"Manton, Glenn",23y 343d,64 (41-0-23 64.06%),16 (0.25),43 (30-0-13 69.77%),12 (0.28)
5,"McKay, Andrew",26y 300d,93 (64-1-28 69.35%),17 (0.18),←,
18,"Murphy, Justin",21y 16d,35 (22-0-13 62.86%),36 (1.03),23 (13-0-10 56.52%),27 (1.17)
27,"OSullivan, Luke",29y 43d,51 (28-0-23 54.90%),50 (0.98),←,
7,"Ratten, Brett",25y 303d,128 (80-0-48 62.50%),32 (0.25),←,
14,"Sexton, Michael",26y 66d,137 (88-1-48 64.60%),12 (0.09),←,
1,"Silvagni, Stephen",29y 344d,216 (142-1-73 65.97%),127 (0.59),←,
30,"White, Adam",21y 121d,4 (2-0-2 50.00%),4 (1.00),←,
32,"Whitehead, Adrian",21y 258d,52 (40-0-12 76.92%),11 (0.21),←,
8,"Whitnall, Lance",17y 260d,6 (3-0-3 50.00%),9 (1.50),←,
2,"Williams, Greg",33y 222d,241 (145-1-95 60.37%),210 (0.87),100 (69-1-30 69.50%),82 (0.82)
Totals,Totals,25y 204d,2056 (1308-13-735 63.62%),1667 (0.81),,
C,"Parkin, David",54y 240d,430 (259-2-169 60.47%),,267 (172-2-93 64.79%),
