Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 272d,24 (11-0-13 45.83%),4 (0.17),←,
30,"Fielke, Grantley",30y 45d,40 (15-0-25 37.50%),21 (0.52),24 (11-0-13 45.83%),6 (0.25)
34,"Hart, Ben",17y 298d,6 (3-0-3 50.00%),,←,
3,"Hart, Darel",28y 120d,24 (12-0-12 50.00%),17 (0.71),←,
17,"Hodges, Scott",24y 6d,19 (9-0-10 47.37%),48 (2.53),←,
29,"Ingerson, Anthony",22y 202d,6 (3-0-3 50.00%),8 (1.33),←,
35,"Jameson, Rod",21y 307d,24 (12-0-12 50.00%),63 (2.63),←,
2,"Jarman, Andrew",26y 109d,22 (11-0-11 50.00%),11 (0.50),←,
20,"Klug, John",26y 217d,24 (11-0-13 45.83%),32 (1.33),←,
13,"Lee, Scott",28y 332d,28 (13-0-15 46.43%),5 (0.18),←,
27,"Liptak, Matthew",22y 2d,18 (10-0-8 55.56%),29 (1.61),←,
18,"Maynard, Rodney",25y 224d,28 (13-0-15 46.43%),8 (0.29),←,
10,"McDermott, Chris",28y 180d,27 (13-0-14 48.15%),10 (0.37),←,
11,"McGuinness, Tony",27y 362d,136 (62-2-72 46.32%),135 (0.99),27 (12-0-15 44.44%),27 (1.00)
52,"Rehn, Shaun",20y 259d,11 (5-0-6 45.45%),3 (0.27),←,
39,"Ross, Jonathan",18y 181d,3 (2-0-1 66.67%),,←,
36,"Sanderson, Brenton",18y 65d,2 (1-0-1 50.00%),3 (1.50),←,
40,"Schwerdt, Stephen",23y 340d,3 (2-0-1 66.67%),,←,
7,"Smart, Nigel",22y 347d,21 (9-0-12 42.86%),2 (0.10),←,
33,"Weidemann, Wayne",25y 194d,11 (4-0-7 36.36%),1 (0.09),←,
Totals,Totals,24y 57d,477 (221-2-254 46.33%),400 (0.84),,
C,"Cornes, Graham",44y 32d,28 (13-0-15 46.43%),,←,
