Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",27y 79d,46 (24-0-22 52.17%),2 (0.04),←,
22,"Carlisle, Jake",22y 311d,67 (34-0-33 50.75%),38 (0.57),←,
3,"Chapman, Paul",32y 276d,267 (175-2-90 65.92%),354 (1.33),16 (9-0-7 56.25%),18 (1.13)
32,"Colyer, Travis",22y 349d,42 (21-0-21 50.00%),26 (0.62),←,
6,"Daniher, Joe",20y 157d,22 (12-0-10 54.55%),22 (1.00),←,
29,"DellOlio, Cory",24y 243d,16 (8-0-8 50.00%),16 (1.00),←,
15,"Dempsey, Courtenay",26y 345d,102 (48-2-52 48.04%),26 (0.25),←,
46,"Fantasia, Orazio",18y 328d,1 (0-0-1 0.00%),,←,
9,"Goddard, Brendon",29y 80d,243 (149-3-91 61.93%),134 (0.55),38 (23-0-15 60.53%),30 (0.79)
21,"Heppell, Dyson",22y 86d,81 (43-1-37 53.70%),20 (0.25),←,
39,"Hocking, Heath",26y 224d,115 (56-2-57 49.57%),39 (0.34),←,
26,"Hooker, Cale",25y 299d,107 (50-1-56 47.20%),7 (0.07),←,
40,"Howlett, Ben",25y 291d,93 (49-1-43 53.23%),46 (0.49),←,
18,"Hurley, Michael",24y 68d,96 (47-2-47 50.00%),101 (1.05),←,
28,"Kavanagh, Elliott",21y 81d,7 (2-0-5 28.57%),2 (0.29),←,
17,"Melksham, Jake",22y 344d,95 (46-1-48 48.95%),50 (0.53),←,
27,"Merrett, Zach",18y 309d,16 (9-0-7 56.25%),9 (0.56),←,
23,"Myers, David",25y 39d,80 (41-0-39 51.25%),24 (0.30),←,
30,"Ryder, Paddy",26y 147d,166 (77-3-86 47.29%),112 (0.67),←,
5,"Stanton, Brent",28y 99d,222 (96-3-123 43.92%),145 (0.65),←,
8,"Winderlich, Jason",29y 302d,124 (51-1-72 41.53%),79 (0.64),←,
11,"Zaharakis, David",24y 168d,106 (54-1-51 51.42%),84 (0.79),←,
Totals,Totals,24y 326d,2114 (1092-23-999 51.66%),1336 (0.63),,
C,"Thompson, Mark",50y 262d,279 (171-3-105 61.83%),,19 (10-0-9 52.63%),
