0,1,2,3,4,5,6
←,"Round: 12 Venue: Kardinia Park Date: Sat, 9-Jun-2018 1:45 PM Attendance: 31265","Round: 12 Venue: Kardinia Park Date: Sat, 9-Jun-2018 1:45 PM Attendance: 31265","Round: 12 Venue: Kardinia Park Date: Sat, 9-Jun-2018 1:45 PM Attendance: 31265","Round: 12 Venue: Kardinia Park Date: Sat, 9-Jun-2018 1:45 PM Attendance: 31265","Round: 12 Venue: Kardinia Park Date: Sat, 9-Jun-2018 1:45 PM Attendance: 31265",→
←,Geelong,4.4.28,6.7.43,9.8.62,14.12.96,→
←,North Melbourne,1.6.12,2.6.18,6.8.44,8.11.59,→
←,Qrt margin,GE by 16,GE by 25,GE by 18,GE by 37,→
←,Qrt scores,GE 28-12,GE 15-6,NM 26-19,GE 34-15,→
←,Field umpires,"Nathan Williamson (35), Simon Meredith (327), Nick Foot (107)","Nathan Williamson (35), Simon Meredith (327), Nick Foot (107)","Nathan Williamson (35), Simon Meredith (327), Nick Foot (107)","Nathan Williamson (35), Simon Meredith (327), Nick Foot (107)",→
