North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",26y 56d,92 (47-1-44 51.63%),69 (0.75),←,
4,"Anthony, Liam",26y 265d,55 (25-1-29 46.36%),27 (0.49),←,
18,"Atley, Shaun",21y 261d,71 (37-0-34 52.11%),8 (0.11),←,
3,"Bastinac, Ryan",22y 344d,89 (48-0-41 53.93%),47 (0.53),←,
35,"Black, Aaron",23y 184d,32 (18-0-14 56.25%),51 (1.59),←,
10,"Cunnington, Ben",22y 336d,84 (43-0-41 51.19%),30 (0.36),←,
15,"Dal Santo, Nick",30y 99d,270 (151-5-114 56.85%),143 (0.53),10 (6-0-4 60.00%),3 (0.30)
38,"Daw, Majak",23y 82d,11 (6-0-5 54.55%),14 (1.27),←,
11,"Firrito, Michael",30y 186d,216 (106-2-108 49.54%),28 (0.13),←,
43,"Gibson, Sam",28y 5d,45 (26-0-19 57.78%),18 (0.40),←,
22,"Goldstein, Todd",25y 335d,111 (57-1-53 51.80%),52 (0.47),←,
24,"Greenwood, Levi",25y 102d,61 (32-1-28 53.28%),14 (0.23),←,
6,"Hansen, Lachlan",25y 288d,109 (54-1-54 50.00%),75 (0.69),←,
29,"Harvey, Brent",36y 18d,372 (201-3-168 54.44%),441 (1.19),←,
21,"McDonald, Luke",19y 112d,10 (6-0-4 60.00%),,←,
41,"Mullett, Aaron",22y 98d,39 (21-0-18 53.85%),22 (0.56),←,
28,"Nahas, Robin",26y 203d,88 (33-3-52 39.20%),104 (1.18),5 (4-0-1 80.00%),4 (0.80)
20,"Petrie, Drew",31y 229d,254 (123-3-128 49.02%),321 (1.26),←,
9,"Swallow, Andrew",26y 364d,149 (70-1-78 47.32%),68 (0.46),←,
12,"Thomas, Lindsay",26y 93d,140 (66-2-72 47.86%),224 (1.60),←,
16,"Thompson, Scott",28y 23d,121 (54-2-65 45.45%),6 (0.05),←,
7,"Ziebell, Jack",23y 93d,87 (41-0-46 47.13%),42 (0.48),←,
Totals,Totals,26y 22d,2506 (1265-26-1215 50.48%),1804 (0.72),,
C,"Scott, Brad",38y 29d,99 (51-0-48 51.52%),,←,
