Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
3,"Coniglio, Stephen",24y 211d,110 (49-1-60 45.00%),52 (0.47),←,
35,"Corr, Aidan",24y 58d,75 (33-3-39 46.00%),2 (0.03),←,
16,"Daniels, Brent",19y 127d,2 (1-0-1 50.00%),,←,
1,"Davis, Phil",27y 318d,135 (64-3-68 48.52%),6 (0.04),117 (53-3-61 46.58%),5 (0.04)
4,"Greene, Toby",24y 292d,121 (49-1-71 40.91%),132 (1.09),←,
32,"Griffen, Ryan",31y 352d,254 (128-2-124 50.79%),160 (0.63),52 (31-1-20 60.58%),30 (0.58)
19,"Haynes, Nick",26y 57d,97 (45-3-49 47.94%),8 (0.08),←,
27,"Himmelberg, Harry",22y 67d,32 (21-1-10 67.19%),21 (0.66),←,
2,"Hopper, Jacob",21y 158d,36 (23-1-12 65.28%),14 (0.39),←,
22,"Kelly, Josh",23y 152d,94 (51-2-41 55.32%),62 (0.66),←,
40,"Kennedy, Adam",26y 2d,84 (27-0-57 32.14%),6 (0.07),←,
17,"Langdon, Zac",22y 243d,13 (8-0-5 61.54%),15 (1.15),←,
37,"Lobb, Rory",25y 155d,66 (37-2-27 57.58%),59 (0.89),←,
50,"Reid, Sam",28y 249d,58 (31-3-24 56.03%),25 (0.43),48 (25-3-20 55.21%),24 (0.50)
23,"Shaw, Heath",32y 229d,278 (168-5-105 61.33%),39 (0.14),105 (58-3-44 56.67%),2 (0.02)
5,"Shiel, Dylan",25y 127d,128 (55-3-70 44.14%),62 (0.48),←,
26,"Simpson, Dawson",29y 147d,36 (25-1-10 70.83%),4 (0.11),8 (6-1-1 81.25%),
14,"Taranto, Tim",20y 167d,30 (19-1-10 65.00%),12 (0.40),←,
15,"Taylor, Sam",19y 70d,6 (5-0-1 83.33%),,←,
20,"Tomlinson, Adam",24y 338d,107 (41-3-63 39.72%),25 (0.23),←,
8,"Ward, Callan",28y 95d,208 (92-3-113 44.95%),106 (0.51),148 (60-3-85 41.55%),73 (0.49)
6,"Whitfield, Lachie",23y 361d,106 (47-3-56 45.75%),47 (0.44),←,
Totals,Totals,25y 48d,2076 (1019-41-1016 49.08%),857 (0.41),,
C,"Cameron, Leon",45y 315d,109 (58-3-48 54.59%),,←,
