Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 84d,109 (47-2-60 44.04%),73 (0.67),16 (5-0-11 31.25%),12 (0.75)
33,"Farmer, Jeff",19y 26d,20 (4-0-16 20.00%),24 (1.20),←,
20,"Febey, Matthew",26y 336d,86 (40-0-46 46.51%),24 (0.28),←,
32,"Gaspar, Damien",21y 114d,13 (4-0-9 30.77%),,←,
22,"Hilton, Jeff",24y 54d,48 (24-0-24 50.00%),29 (0.60),42 (20-0-22 47.62%),23 (0.55)
15,"Hopgood, Paul",22y 365d,56 (28-0-28 50.00%),4 (0.07),←,
27,"Ingerson, Anthony",26y 281d,51 (20-0-31 39.22%),28 (0.55),14 (4-0-10 28.57%),3 (0.21)
34,"Irving, Dean",29y 323d,58 (36-1-21 62.93%),12 (0.21),15 (4-0-11 26.67%),3 (0.20)
7,"Kowal, Darren",24y 32d,68 (33-0-35 48.53%),29 (0.43),←,
36,"Leoncelli, Andrew",22y 3d,1 (0-0-1 0.00%),,←,
6,"Lovett, Glenn",26y 363d,106 (49-0-57 46.23%),68 (0.64),←,
9,"Neitz, David",21y 180d,82 (37-0-45 45.12%),88 (1.07),←,
38,"OBrien, Darren",27y 120d,8 (2-0-6 25.00%),3 (0.38),←,
4,"Obst, Andrew",31y 336d,125 (65-0-60 52.00%),56 (0.45),←,
35,"Ormond-Allen, Trent",20y 39d,7 (3-0-4 42.86%),1 (0.14),←,
10,"Seecamp, Marcus",23y 359d,87 (32-0-55 36.78%),15 (0.17),36 (14-0-22 38.89%),5 (0.14)
29,"Smith, Shaun",27y 28d,83 (41-1-41 50.00%),109 (1.31),36 (14-0-22 38.89%),71 (1.97)
11,"Stynes, Jim",30y 88d,216 (116-1-99 53.94%),122 (0.56),←,
2,"Tingay, Stephen",25y 342d,132 (70-0-62 53.03%),64 (0.48),←,
12,"Viney, Todd",30y 112d,167 (86-1-80 51.80%),62 (0.37),←,
13,"Yze, Adem",18y 303d,23 (9-0-14 39.13%),10 (0.43),←,
Totals,Totals,25y 81d,1546 (746-6-794 48.25%),821 (0.53),,
C,"Balme, Neil",44y 187d,83 (38-0-45 45.78%),,←,
