Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",12,6,3,15,,,,2.0,2.0,2.0,1.0,,2.0,,,2.0,13.0,,,3.0,1.0,,65.0
16,"Brown, Leigh",8,7,8,16,,,,3.0,2.0,2.0,1.0,2.0,,1.0,,6.0,9.0,1.0,,5.0,,,100.0
24,"Firrito, Michael",3,4,5,8,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,7.0,,,3.0,,,83.0
15,"Green, Kasey",6,3,6,12,1,,,1.0,1.0,3.0,,1.0,,1.0,,2.0,11.0,,,,1.0,,75.0
31,"Hale, David",13,10,5,18,,1.0,3.0,,,2.0,1.0,,,,,8.0,10.0,2.0,1.0,1.0,,,92.0
39,"Harding, Leigh",7,5,4,11,1,,,4.0,,2.0,,4.0,1.0,,,4.0,7.0,,2.0,,,,79.0
4,"Harris, Daniel",8,2,10,18,,,,4.0,1.0,3.0,6.0,,,,2.0,10.0,8.0,,,2.0,1.0,,72.0
29,"Harvey, Brent",21,11,12,33,,1.0,,4.0,2.0,5.0,2.0,3.0,1.0,,,5.0,27.0,,,3.0,3.0,,87.0
21,"Jones, Corey",17,7,9,26,,,1.0,2.0,5.0,4.0,2.0,,,,,6.0,20.0,,1.0,1.0,,,87.0
25,"Lower, Ed",4,2,4,8,,,1.0,4.0,1.0,,,1.0,,1.0,,1.0,6.0,,,2.0,,,91.0
5,"McConnell, Daniel",8,7,9,17,,,,,1.0,1.0,2.0,1.0,,1.0,,3.0,15.0,,,1.0,4.0,,48.0
1,"McIntosh, Hamish",7,4,1,8,1,3.0,3.0,,1.0,,,,1.0,,,1.0,6.0,,3.0,1.0,,,71.0
18,"Moran, Brad",13,10,8,21,,,10.0,3.0,5.0,,4.0,2.0,1.0,1.0,,7.0,15.0,1.0,2.0,1.0,1.0,,65.0
20,"Petrie, Drew",8,8,8,16,,,,2.0,7.0,1.0,,1.0,,,,1.0,15.0,,,11.0,1.0,,100.0
3,"Rawlings, Brady",6,4,11,17,,,,1.0,3.0,2.0,,1.0,1.0,,,3.0,13.0,,1.0,,1.0,,89.0
27,"Rawlings, Jade",5,5,1,6,,,,1.0,,1.0,1.0,2.0,,,,1.0,5.0,1.0,1.0,,,1.0,70.0
32,"Sansbury, Eddie",7,3,9,16,,1.0,,2.0,1.0,2.0,1.0,2.0,,,,5.0,10.0,,2.0,,,,95.0
9,"Sinclair, Jess",13,7,14,27,,,,1.0,3.0,4.0,,,,,,4.0,24.0,,,,2.0,,95.0
19,"Swallow, Andrew",8,3,3,11,,,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,4.0,8.0,,1.0,1.0,,1.0,63.0
23,"Thompson, Nathan",6,5,2,8,1,1.0,,1.0,,1.0,,3.0,1.0,,,2.0,6.0,,2.0,,,,88.0
36,"Watt, Shannon",6,4,5,11,,,,2.0,5.0,2.0,,3.0,,,,5.0,6.0,,,3.0,1.0,,100.0
8,"Wells, Daniel",16,8,13,29,,,,2.0,6.0,2.0,1.0,,2.0,,,3.0,27.0,,,3.0,4.0,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,125,150,352,4,12.0,19.0,42.0,47.0,42.0,26.0,28.0,11.0,7.0,2.0,84.0,268.0,5.0,16.0,41.0,20.0,3.0,
Opposition,Opposition,223,150,154,377,7,16.0,19.0,35.0,40.0,52.0,15.0,26.0,7.0,11.0,4.0,85.0,295.0,9.0,16.0,39.0,28.0,2.0,
