Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 62d,208 (128-0-80 61.54%),118 (0.57),←,
38,"Baird, John",21y 348d,9 (4-0-5 44.44%),,←,
12,"Blakey, John",35y 305d,351 (186-0-165 52.99%),107 (0.30),216 (134-0-82 62.04%),69 (0.32)
22,"Burton, Matthew",32y 6d,123 (48-0-75 39.02%),54 (0.44),53 (26-0-27 49.06%),22 (0.42)
23,"Clayton, Shane",23y 213d,96 (49-0-47 51.04%),47 (0.49),78 (47-0-31 60.26%),46 (0.59)
2,"Colbert, Leigh",26y 352d,142 (81-1-60 57.39%),62 (0.44),37 (19-0-18 51.35%),12 (0.32)
6,"Grant, Shannon",25y 36d,161 (97-1-63 60.56%),182 (1.13),103 (65-0-38 63.11%),144 (1.40)
39,"Harding, Leigh",21y 29d,10 (4-0-6 40.00%),10 (1.00),←,
14,"Harris, Daniel",20y 15d,10 (2-0-8 20.00%),1 (0.10),←,
29,"Harvey, Brent",24y 11d,118 (74-0-44 62.71%),131 (1.11),←,
34,"King, David",30y 79d,185 (118-0-67 63.78%),95 (0.51),←,
35,"Makepeace, Troy",23y 80d,48 (24-0-24 50.00%),12 (0.25),←,
4,"Martyn, Mick",33y 267d,273 (162-1-110 59.52%),15 (0.05),←,
5,"McCartney, Jason",28y 72d,176 (96-0-80 54.55%),59 (0.34),101 (62-0-39 61.39%),11 (0.11)
32,"Morrell, Digby",22y 227d,12 (5-0-7 41.67%),10 (0.83),←,
28,"Pickett, Byron",24y 287d,107 (66-0-41 61.68%),58 (0.54),←,
17,"Porter, Mark",25y 226d,64 (32-0-32 50.00%),15 (0.23),9 (4-0-5 44.44%),2 (0.22)
30,"Robbins, Ben",25y 149d,61 (29-2-30 49.18%),16 (0.26),9 (4-0-5 44.44%),2 (0.22)
26,"Rocca, Saverio",28y 186d,186 (82-2-102 44.62%),584 (3.14),30 (12-0-18 40.00%),70 (2.33)
7,"Simpson, Adam",26y 98d,145 (94-0-51 64.83%),48 (0.33),←,
10,"Stevens, Anthony",30y 327d,242 (148-0-94 61.16%),106 (0.44),←,
40,"Teague, David",21y 20d,12 (5-0-7 41.67%),2 (0.17),←,
Totals,Totals,26y 138d,2739 (1534-7-1198 56.01%),1732 (0.63),,
C,"Pagan, Denis",54y 243d,226 (142-0-84 62.83%),,←,
