Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",23y 347d,131 (75-2-54 58.02%),173 (1.32),←,
3,"Bartel, Jimmy",24y 143d,114 (68-2-44 60.53%),66 (0.58),←,
24,"Blake, Mark",22y 229d,39 (28-0-11 71.79%),5 (0.13),←,
35,"Chapman, Paul",26y 172d,142 (78-2-62 55.63%),178 (1.25),←,
11,"Corey, Joel",26y 68d,157 (88-2-67 56.69%),51 (0.32),←,
44,"Enright, Corey",26y 224d,131 (70-2-59 54.20%),40 (0.31),←,
15,"Gamble, Ryan",20y 215d,5 (4-0-1 80.00%),5 (1.00),←,
2,"Harley, Tom",29y 282d,165 (95-3-67 58.48%),10 (0.06),164 (94-3-67 58.23%),9 (0.05)
26,"Hawkins, Tom",19y 279d,15 (13-0-2 86.67%),22 (1.47),←,
8,"Hunt, Josh",26y 42d,105 (63-1-41 60.48%),15 (0.14),←,
20,"Johnson, Steve",24y 296d,93 (56-2-35 61.29%),172 (1.85),←,
9,"Kelly, James",24y 118d,114 (64-1-49 56.58%),56 (0.49),←,
45,"Ling, Cameron",27y 58d,165 (95-3-67 58.48%),96 (0.58),←,
4,"Mackie, Andrew",23y 262d,64 (45-0-19 70.31%),42 (0.66),←,
39,"Milburn, Darren",31y 10d,219 (118-1-100 54.11%),82 (0.37),←,
21,"Mooney, Cameron",28y 212d,150 (90-1-59 60.33%),167 (1.11),139 (80-1-58 57.91%),165 (1.19)
41,"Mumford, Shane",21y 295d,1 (1-0-0 100.00%),,←,
30,"Scarlett, Matthew",28y 325d,190 (108-2-80 57.37%),16 (0.08),←,
14,"Selwood, Joel",19y 335d,27 (25-0-2 92.59%),9 (0.33),←,
27,"Stokes, Mathew",23y 155d,36 (29-0-7 80.56%),54 (1.50),←,
7,"Taylor, Harry",21y 318d,4 (4-0-0 100.00%),,←,
40,"Wojcinski, David",27y 220d,123 (71-2-50 58.54%),42 (0.34),←,
Totals,Totals,24y 359d,2190 (1288-26-876 58.81%),1301 (0.59),,
C,"Thompson, Mark",44y 158d,191 (105-3-83 55.76%),,←,
