St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
40,"Acres, Blake",18y 208d,1 (0-0-1 0.00%),,←,
15,"Billings, Jack",18y 258d,4 (2-0-2 50.00%),4 (1.00),←,
26,"Curren, Tom",21y 278d,14 (5-0-9 35.71%),4 (0.29),←,
21,"Delaney, Luke",24y 313d,33 (17-0-16 51.52%),1 (0.03),7 (3-0-4 42.86%),
24,"Dempster, Sean",30y 103d,167 (91-3-73 55.39%),20 (0.12),113 (56-3-54 50.88%),12 (0.11)
14,"Geary, Jarryn",25y 314d,100 (57-0-43 57.00%),19 (0.19),←,
33,"Gwilt, James",27y 265d,116 (65-3-48 57.33%),21 (0.18),←,
7,"Hayes, Lenny",34y 109d,283 (139-6-138 50.18%),91 (0.32),←,
4,"Jones, Clinton",30y 90d,140 (82-4-54 60.00%),37 (0.26),←,
18,"Longer, Billy",20y 356d,11 (2-0-9 18.18%),,2 (0-0-2 0.00%),
11,"Montagna, Leigh",30y 182d,218 (125-4-89 58.26%),136 (0.62),←,
16,"Newnes, Jack",21y 68d,32 (12-0-20 37.50%),1 (0.03),←,
22,"Ray, Farren",28y 41d,183 (100-4-79 55.74%),53 (0.29),108 (65-3-40 61.57%),21 (0.19)
12,"Riewoldt, Nick",31y 198d,266 (139-5-122 53.20%),588 (2.21),←,
35,"Saunders, Josh",19y 245d,17 (3-0-14 17.65%),5 (0.29),←,
5,"Savage, Shane",23y 118d,62 (43-0-19 69.35%),38 (0.61),6 (2-0-4 33.33%),1 (0.17)
13,"Schneider, Adam",29y 356d,202 (127-3-72 63.61%),244 (1.21),104 (67-2-35 65.38%),145 (1.39)
31,"Simpkin, Tom",23y 269d,27 (14-0-13 51.85%),,←,
28,"Stanley, Rhys",23y 153d,46 (20-0-26 43.48%),27 (0.59),←,
3,"Steven, Jack",24y 36d,77 (34-1-42 44.81%),59 (0.77),←,
29,"Webster, Jimmy",20y 309d,17 (4-0-13 23.53%),1 (0.06),←,
44,"Weller, Maverick",22y 79d,33 (6-0-27 18.18%),3 (0.09),1 (0-0-1 0.00%),
Totals,Totals,25y 32d,2049 (1087-33-929 53.05%),1352 (0.66),,
C,"Richardson, Alan",48y 351d,8 (3-0-5 37.50%),,7 (3-0-4 42.86%),
