Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",21y 73d,54 (25-0-29 46.30%),65 (1.20),←,
11,"Doughty, Michael",31y 316d,198 (114-0-84 57.58%),43 (0.22),←,
26,"Douglas, Richard",24y 131d,90 (44-0-46 48.89%),61 (0.68),←,
6,"Gunston, Jack",19y 244d,7 (2-0-5 28.57%),7 (1.00),←,
45,"Henderson, Ricky",22y 279d,23 (9-0-14 39.13%),20 (0.87),←,
24,"Jacobs, Sam",23y 68d,26 (9-0-17 34.62%),4 (0.15),9 (2-0-7 22.22%),1 (0.11)
10,"Jaensch, Matthew",21y 272d,22 (8-0-14 36.36%),10 (0.45),←,
18,"Johncock, Graham",28y 239d,196 (107-0-89 54.59%),94 (0.48),←,
21,"Knights, Chris",24y 265d,87 (46-0-41 52.87%),65 (0.75),←,
35,"McKernan, Shaun",20y 289d,12 (4-0-8 33.33%),10 (0.83),←,
22,"Otten, Andy",22y 33d,32 (17-0-15 53.13%),2 (0.06),←,
23,"Petrenko, Jared",21y 177d,26 (7-0-19 26.92%),10 (0.38),←,
25,"Rutten, Ben",28y 20d,160 (91-0-69 56.88%),6 (0.04),←,
46,"Schmidt, Chris",22y 89d,19 (5-1-13 28.95%),2 (0.11),17 (5-0-12 29.41%),2 (0.12)
9,"Sloane, Rory",21y 92d,23 (10-0-13 43.48%),13 (0.57),←,
15,"Symes, Brad",26y 102d,75 (37-0-38 49.33%),8 (0.11),55 (29-0-26 52.73%),6 (0.11)
28,"Thompson, Luke",20y 129d,10 (2-0-8 20.00%),2 (0.20),←,
5,"Thompson, Scott",28y 95d,188 (103-0-85 54.79%),126 (0.67),149 (85-0-64 57.05%),109 (0.73)
4,"Tippett, Kurt",24y 40d,76 (36-0-40 47.37%),139 (1.83),←,
7,"van Berlo, Nathan",25y 11d,128 (72-0-56 56.25%),36 (0.28),←,
17,"Vince, Bernie",25y 258d,78 (42-0-36 53.85%),44 (0.56),←,
47,"Wright, Matthew",21y 185d,9 (2-0-7 22.22%),8 (0.89),←,
Totals,Totals,23y 321d,1539 (792-1-746 51.46%),775 (0.50),,
C,"Craig, Neil",55y 157d,162 (91-0-71 56.17%),,←,
