Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",9,9,9,18,,,,3.0,2.0,2.0,4.0,1.0,,,,2.0,16.0,,,3.0,1.0,,84.0
21,"Akermanis, Jason",14,5,6,20,3,1.0,,3.0,2.0,3.0,1.0,2.0,1.0,,,9.0,12.0,1.0,1.0,,1.0,,82.0
5,"Boyd, Matthew",15,6,18,33,,1.0,1.0,5.0,2.0,,2.0,5.0,1.0,,3.0,14.0,19.0,,,2.0,,1.0,85.0
17,"Cooney, Adam",11,6,6,17,,,,4.0,1.0,2.0,,1.0,1.0,,,4.0,13.0,,,,4.0,2.0,80.0
4,"Cross, Daniel",9,6,16,25,1,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,,,13.0,12.0,1.0,3.0,4.0,,1.0,84.0
10,"Eagleton, Nathan",8,2,6,14,2,,,5.0,2.0,1.0,3.0,1.0,1.0,,,6.0,8.0,,1.0,2.0,1.0,,84.0
3,"Everitt, Andrejs",10,5,7,17,,,,3.0,,8.0,,4.0,1.0,,,7.0,10.0,,,2.0,2.0,,87.0
13,"Giansiracusa, Daniel",12,7,9,21,2,,,2.0,2.0,,,1.0,2.0,3.0,,7.0,15.0,1.0,1.0,3.0,,,74.0
9,"Gilbee, Lindsay",16,3,11,27,,,,1.0,2.0,,6.0,1.0,,,1.0,3.0,23.0,,,2.0,6.0,1.0,93.0
8,"Hahn, Mitch",6,4,,6,2,,,4.0,,2.0,2.0,6.0,,1.0,,1.0,5.0,,3.0,1.0,,,68.0
40,"Harbrow, Jarrod",9,4,6,15,1,2.0,,6.0,1.0,1.0,,2.0,1.0,,,3.0,12.0,1.0,1.0,4.0,,,87.0
25,"Hargrave, Ryan",11,10,11,22,,,,2.0,2.0,3.0,,2.0,,,,3.0,18.0,,,2.0,,,96.0
20,"Hill, Josh",12,5,9,21,,2.0,,5.0,3.0,4.0,,1.0,,,,7.0,14.0,,,1.0,1.0,1.0,70.0
15,"Hudson, Ben",3,2,11,14,,,10.0,6.0,,,3.0,5.0,,2.0,,7.0,7.0,,,2.0,,,69.0
6,"Johnson, Brad",12,4,8,20,,,,1.0,,3.0,,1.0,1.0,,,3.0,17.0,,,1.0,,,88.0
36,"Lake, Brian",15,9,5,20,,,1.0,1.0,,5.0,1.0,1.0,,,,2.0,17.0,,,4.0,5.0,,94.0
27,"Minson, Will",5,2,4,9,3,,4.0,5.0,1.0,6.0,3.0,2.0,2.0,4.0,,7.0,2.0,1.0,2.0,2.0,,,90.0
38,"Morris, Dale",7,5,5,12,,,,3.0,3.0,3.0,1.0,,,,,,12.0,,,3.0,,,85.0
2,"Murphy, Robert",9,6,6,15,,,,2.0,5.0,3.0,,2.0,1.0,3.0,,1.0,14.0,,,,,3.0,76.0
1,"Ray, Farren",10,7,12,22,,1.0,,3.0,4.0,5.0,5.0,6.0,,,,2.0,20.0,,,,10.0,,77.0
35,"Tiller, Stephen",7,4,2,9,,,,2.0,,1.0,,2.0,2.0,2.0,,3.0,5.0,,,1.0,,,74.0
37,"Wight, Cameron",6,4,7,13,,,1.0,2.0,,2.0,1.0,1.0,,1.0,,5.0,7.0,,,2.0,,1.0,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,115,174,390,14,11.0,18.0,69.0,37.0,56.0,33.0,48.0,15.0,16.0,4.0,109.0,278.0,5.0,12.0,41.0,31.0,10.0,
Opposition,Opposition,209,120,211,420,9,10.0,36.0,60.0,38.0,46.0,22.0,47.0,16.0,15.0,2.0,129.0,294.0,8.0,15.0,51.0,17.0,5.0,
