Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",29y 174d,245 (137-0-108 55.92%),240 (0.98),←,
29,"Bramble, Lachlan",27y 28d,64 (29-2-33 46.88%),5 (0.08),34 (20-0-14 58.82%),3 (0.09)
36,"Cleary, Luke",23y 73d,14 (11-0-3 78.57%),1 (0.07),←,
31,"Dale, Bailey",28y 299d,165 (91-0-74 55.15%),85 (0.52),←,
42,"Davidson, Sam",23y 155d,10 (6-0-4 60.00%),6 (0.60),←,
15,"Duryea, Taylor",34y 23d,217 (141-1-75 65.21%),25 (0.12),99 (59-0-40 59.60%),4 (0.04)
44,"English, Tim",27y 280d,141 (78-0-63 55.32%),81 (0.57),←,
27,"Freijah, Joel",19y 184d,23 (15-0-8 65.22%),7 (0.30),←,
22,"Harmes, James",29y 224d,170 (91-0-79 53.53%),92 (0.54),18 (9-0-9 50.00%),14 (0.78)
39,"Johannisen, Jason",32y 190d,202 (106-0-96 52.48%),77 (0.38),←,
32,"Jones, Arthur",21y 303d,17 (11-0-6 64.71%),5 (0.29),←,
8,"Kennedy, Matthew",28y 41d,128 (62-3-63 49.61%),68 (0.53),10 (6-0-4 60.00%),11 (1.10)
24,"Khamis, Buku",25y 54d,36 (21-0-15 58.33%),14 (0.39),←,
21,"Liberatore, Tom",33y 1d,244 (122-0-122 50.00%),89 (0.36),←,
7,"Lobb, Rory",32y 97d,186 (103-2-81 55.91%),174 (0.94),46 (27-0-19 58.70%),31 (0.67)
30,"McNeil, Lachlan",24y 97d,63 (40-0-23 63.49%),35 (0.56),←,
33,"Naughton, Aaron",25y 168d,153 (85-0-68 55.56%),242 (1.58),←,
18,"ODonnell, James",22y 259d,35 (19-0-16 54.29%),6 (0.17),←,
20,"Richards, Ed",25y 318d,135 (72-0-63 53.33%),44 (0.33),←,
9,"Sanders, Ryley",20y 116d,24 (14-0-10 58.33%),9 (0.38),←,
23,"Vandermeer, Laitham",26y 103d,76 (42-0-34 55.26%),39 (0.51),←,
14,"West, Rhylee",24y 309d,68 (40-0-28 58.82%),64 (0.94),←,
34,"Williams, Bailey",27y 219d,161 (88-0-73 54.66%),41 (0.25),←,
Totals,Totals,26y 241d,2577 (1424-8-1145 55.26%),1449 (0.56),,
C,"Beveridge, Luke",54y 267d,240 (136-0-104 56.67%),,←,
