Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 127d,164 (68-2-94 42.07%),39 (0.24),←,
4,"Aish, James",18y 134d,1 (0-0-1 0.00%),,←,
16,"Brown, Jonathan",32y 144d,246 (142-3-101 58.33%),577 (2.35),←,
42,"Clarke, Justin",20y 124d,15 (7-0-8 46.67%),,←,
33,"Close, Michael",19y 235d,1 (0-0-1 0.00%),,←,
41,"Golby, Mitch",22y 170d,40 (17-0-23 42.50%),6 (0.15),←,
6,"Green, Josh",21y 210d,35 (17-0-18 48.57%),40 (1.14),←,
11,"Hanley, Pearce",25y 127d,77 (26-0-51 33.77%),29 (0.38),←,
2,"Harwood, Ryan",22y 227d,43 (17-0-26 39.53%),4 (0.09),←,
35,"Lester, Ryan",21y 208d,39 (17-0-22 43.59%),9 (0.23),←,
23,"Leuenberger, Matthew",25y 288d,90 (33-1-56 37.22%),20 (0.22),←,
32,"Mayes, Sam",19y 306d,19 (10-0-9 52.63%),14 (0.74),←,
21,"Merrett, Daniel",29y 100d,153 (67-3-83 44.77%),57 (0.37),←,
3,"Moloney, Brent",30y 53d,162 (54-3-105 34.26%),45 (0.28),17 (5-0-12 29.41%),8 (0.47)
22,"Paparone, Marco",19y 200d,6 (2-0-4 33.33%),5 (0.83),←,
24,"Patfull, Joel",29y 105d,162 (66-3-93 41.67%),22 (0.14),←,
30,"Redden, Jack",23y 103d,99 (37-1-61 37.88%),44 (0.44),←,
10,"Rich, Daniel",23y 288d,99 (40-1-58 40.91%),67 (0.68),←,
38,"Rockliff, Tom",24y 28d,84 (28-0-56 33.33%),44 (0.52),←,
28,"Taylor, Lewis",19y 33d,1 (0-0-1 0.00%),,←,
13,"West, Trent",26y 156d,55 (42-0-13 76.36%),26 (0.47),1 (0-0-1 0.00%),3 (3.00)
15,"Zorko, Dayne",25y 41d,39 (18-0-21 46.15%),42 (1.08),←,
Totals,Totals,24y 5d,1630 (708-17-905 43.44%),1090 (0.67),,
C,"Leppitsch, Justin",38y 172d,1 (0-0-1 0.00%),,←,
