North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
5,"Anderson, Stuart",22y 347d,50 (35-0-15 70.00%),18 (0.36),←,
11,"Archer, Glenn",24y 77d,107 (66-0-41 61.68%),77 (0.72),←,
26,"Bell, Peter",21y 100d,36 (23-0-13 63.89%),34 (0.94),34 (23-0-11 67.65%),32 (0.94)
12,"Blakey, John",30y 320d,236 (116-0-120 49.15%),72 (0.31),101 (64-0-37 63.37%),34 (0.34)
9,"Chandler, Brett",21y 333d,39 (7-0-32 17.95%),3 (0.08),11 (6-0-5 54.55%),1 (0.09)
17,"Freeborn, Glenn",24y 123d,39 (26-0-13 66.67%),20 (0.51),←,
29,"Harvey, Brent",19y 26d,7 (6-0-1 85.71%),6 (0.86),←,
34,"King, David",25y 94d,77 (50-0-27 64.94%),20 (0.26),←,
7,"Laidley, Dani",30y 74d,147 (90-1-56 61.56%),15 (0.10),95 (61-0-34 64.21%),4 (0.04)
35,"Longmire, John",26y 160d,166 (84-1-81 50.90%),501 (3.02),←,
4,"Martyn, Mick",28y 282d,187 (104-1-82 55.88%),14 (0.07),←,
31,"McKernan, Corey",23y 172d,82 (55-0-27 67.07%),86 (1.05),←,
13,"Pike, Martin",24y 207d,71 (18-0-53 25.35%),42 (0.59),11 (6-0-5 54.55%),2 (0.18)
22,"Roberts, Mark",31y 346d,173 (86-0-87 49.71%),143 (0.83),96 (60-0-36 62.50%),124 (1.29)
3,"Rock, Anthony",26y 253d,148 (89-0-59 60.14%),123 (0.83),←,
2,"Schwass, Wayne",28y 194d,172 (94-0-78 54.65%),95 (0.55),←,
8,"Scott, Robert",28y 100d,192 (115-1-76 60.16%),201 (1.05),60 (40-0-20 66.67%),37 (0.62)
24,"Sholl, Craig",29y 161d,162 (93-0-69 57.41%),76 (0.47),←,
37,"Simpson, Adam",21y 113d,34 (25-0-9 73.53%),18 (0.53),←,
10,"Stevens, Anthony",25y 342d,142 (84-0-58 59.15%),72 (0.51),←,
32,"Wynd, Paul",21y 38d,1 (1-0-0 100.00%),,←,
Totals,Totals,25y 201d,2268 (1267-4-997 55.86%),1636 (0.72),,
C,"Pagan, Denis",49y 258d,106 (68-0-38 64.15%),,←,
