Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 139d,53 (22-1-30 42.45%),29 (0.55),←,
35,"Baxter, Darren",26y 53d,89 (40-2-47 46.07%),12 (0.13),←,
18,"Cameron, Leon",18y 251d,26 (14-0-12 53.85%),11 (0.42),←,
1,"Charles, Justin",20y 225d,16 (8-0-8 50.00%),8 (0.50),←,
20,"Coleman, Glenn",30y 97d,152 (82-1-69 54.28%),85 (0.56),27 (14-0-13 51.85%),21 (0.78)
22,"Cullen, Mark",22y 230d,30 (12-0-18 40.00%),19 (0.63),←,
12,"Eppelstun, Greg",24y 176d,86 (43-1-42 50.58%),1 (0.01),←,
45,"Ford, Michael",28y 212d,87 (43-1-43 50.00%),18 (0.21),←,
32,"Foster, Peter",30y 343d,135 (71-2-62 53.33%),51 (0.38),128 (68-2-58 53.91%),49 (0.38)
9,"Georgiades, John",25y 128d,15 (6-0-9 40.00%),27 (1.80),←,
19,"Gow, Paul",21y 349d,2 (1-0-1 50.00%),,←,
7,"Hawkins, Doug",31y 6d,250 (100-3-147 40.60%),146 (0.58),←,
10,"Hunter, Mark",25y 250d,46 (19-1-26 42.39%),2 (0.04),←,
39,"Liberatore, Tony",25y 89d,44 (25-0-19 56.82%),27 (0.61),←,
27,"Macpherson, Stephen",26y 160d,125 (58-2-65 47.20%),132 (1.06),←,
33,"Royal, Brian",29y 150d,165 (86-2-77 52.73%),216 (1.31),←,
16,"Wallace, Terry",32y 149d,253 (147-2-104 58.50%),123 (0.49),68 (29-1-38 43.38%),20 (0.29)
24,"Wallis, Stephen",26y 196d,174 (88-2-84 51.15%),40 (0.23),←,
6,"Wigney, Stuart",22y 22d,44 (18-1-25 42.05%),21 (0.48),←,
15,"Wynd, Scott",21y 106d,42 (18-0-24 42.86%),6 (0.14),←,
Totals,Totals,25y 221d,1834 (901-21-912 49.13%),974 (0.53),,
C,"Wheeler, Terry",36y 59d,29 (15-0-14 51.72%),,←,
