Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Allison, Jacob",8,3,5,13,,,,,,4.0,,5.0,,1.0,,3.0,10.0,,,,,,67.0
31,"Andrews, Harris",7,6,5,12,,,,1.0,1.0,,,,,,,3.0,9.0,1.0,,7.0,,,100.0
43,"Answerth, Noah",7,4,1,8,,,,,1.0,,,2.0,,1.0,,1.0,7.0,,,3.0,,,77.0
23,"Cameron, Charlie",13,2,,13,5,1.0,,1.0,,3.0,,1.0,1.0,,3.0,6.0,5.0,,1.0,2.0,,,81.0
3,"Christensen, Allen",11,6,7,18,2,1.0,,6.0,,1.0,3.0,2.0,1.0,2.0,,10.0,9.0,,1.0,3.0,,1.0,75.0
27,"Gardiner, Darcy",10,9,4,14,,,,,2.0,2.0,,1.0,,1.0,,3.0,12.0,,1.0,3.0,,1.0,87.0
30,"Hipwood, Eric",11,8,4,15,1,1.0,1.0,1.0,1.0,5.0,,2.0,,,,5.0,10.0,1.0,1.0,3.0,,2.0,85.0
2,"Hodge, Luke",11,5,7,18,,,,2.0,3.0,2.0,,2.0,,1.0,,4.0,12.0,,,,,,85.0
35,"Lester, Ryan",8,5,2,10,,,,6.0,3.0,1.0,,3.0,1.0,1.0,,2.0,8.0,,,2.0,,,86.0
17,"Lyons, Jarryd",16,5,8,24,2,,,4.0,,5.0,6.0,3.0,,,,13.0,11.0,,,1.0,,,74.0
12,"Martin, Stefan",17,8,5,22,,,25.0,2.0,1.0,7.0,4.0,1.0,1.0,,,11.0,11.0,1.0,,,,,83.0
36,"Mathieson, Rhys",5,1,8,13,,,,4.0,1.0,1.0,5.0,4.0,1.0,2.0,,7.0,6.0,,,2.0,,,78.0
11,"McCarthy, Lincoln",13,9,8,21,1,2.0,,2.0,,2.0,1.0,6.0,,2.0,,10.0,12.0,3.0,2.0,1.0,1.0,2.0,77.0
6,"McCluggage, Hugh",12,3,10,22,2,1.0,,3.0,,4.0,1.0,5.0,,1.0,1.0,9.0,13.0,,,1.0,,,79.0
46,"McInerney, Oscar",10,8,1,11,,2.0,15.0,4.0,1.0,2.0,3.0,1.0,1.0,,,10.0,3.0,6.0,2.0,,,,77.0
25,"McStay, Daniel",7,4,5,12,1,2.0,1.0,4.0,,1.0,,1.0,1.0,,,6.0,7.0,2.0,2.0,,,2.0,82.0
9,"Neale, Lachie",12,3,13,25,,1.0,,2.0,1.0,4.0,11.0,2.0,2.0,1.0,,12.0,12.0,,,,,,88.0
16,"Rayner, Cam",5,2,8,13,,,,3.0,,4.0,1.0,2.0,1.0,,,8.0,6.0,,,1.0,,,82.0
10,"Rich, Daniel",22,11,2,24,1,,,2.0,7.0,4.0,,3.0,,2.0,,4.0,17.0,,,2.0,,,78.0
5,"Robinson, Mitch",15,7,7,22,1,,,2.0,2.0,4.0,2.0,1.0,,,,7.0,15.0,,1.0,3.0,,,84.0
29,"Witherden, Alex",19,6,2,21,,,,3.0,2.0,2.0,,2.0,1.0,,,4.0,11.0,,,2.0,,,86.0
15,"Zorko, Dayne",24,6,4,28,1,,,4.0,2.0,4.0,6.0,3.0,,,2.0,13.0,14.0,,1.0,1.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,263,121,116,379,17,13.0,42.0,56.0,28.0,62.0,43.0,52.0,11.0,15.0,6.0,151.0,220.0,14.0,12.0,37.0,1.0,9.0,
Opposition,Opposition,201,84,144,345,8,11.0,39.0,80.0,45.0,40.0,39.0,47.0,15.0,11.0,,124.0,207.0,8.0,10.0,42.0,9.0,6.0,
