Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
5,"Collins, Andrew",30y 123d,189 (124-0-65 65.61%),34 (0.18),←,
9,"Crawford, Shane",20y 351d,57 (30-0-27 52.63%),53 (0.93),←,
23,"Crawshay, Simon",21y 1d,17 (6-0-11 35.29%),2 (0.12),←,
13,"Dear, Paul",28y 241d,120 (76-0-44 63.33%),80 (0.67),←,
19,"Dunstall, Jason",31y 12d,224 (159-0-65 70.98%),1071 (4.78),←,
35,"Gibson, Shannon",19y 292d,9 (3-0-6 33.33%),2 (0.22),←,
34,"Graham, Mark",22y 166d,41 (20-0-21 48.78%),6 (0.15),←,
15,"Harford, Daniel",18y 160d,12 (3-0-9 25.00%),5 (0.42),←,
22,"Hargreaves, Tim",20y 88d,26 (11-0-15 42.31%),40 (1.54),←,
2,"Holland, Nick",21y 28d,16 (5-0-11 31.25%),5 (0.31),←,
17,"Hudson, Paul",25y 37d,116 (70-0-46 60.34%),238 (2.05),←,
11,"Jarman, Darren",28y 210d,108 (65-0-43 60.19%),122 (1.13),←,
24,"Langford, Chris",32y 236d,273 (193-1-79 70.88%),31 (0.11),←,
20,"Maginness, Scott",29y 24d,129 (82-0-47 63.57%),7 (0.05),←,
8,"Minton-Connell, Simon",26y 122d,83 (19-0-64 22.89%),249 (3.00),18 (6-0-12 33.33%),30 (1.67)
44,"Platten, John",32y 162d,218 (148-0-70 67.89%),205 (0.94),←,
10,"Robran, Jonathon",22y 309d,9 (3-0-6 33.33%),,←,
29,"Tallis, Rayden",20y 78d,38 (17-0-21 44.74%),8 (0.21),←,
25,"Taylor, Jason",26y 337d,75 (37-0-38 49.33%),31 (0.41),68 (36-0-32 52.94%),27 (0.40)
30,"Woods, Tony",26y 55d,48 (21-0-27 43.75%),12 (0.25),17 (5-0-12 29.41%),2 (0.12)
33,"Young, Matthew",22y 343d,20 (9-0-11 45.00%),5 (0.25),←,
Totals,Totals,25y 39d,1828 (1101-1-726 60.23%),2206 (1.21),,
C,"Knights, Peter",43y 149d,103 (36-0-67 34.95%),,44 (20-0-24 45.45%),
