Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Brown, Nathan",3,1,,3,,1.0,,1.0,,1.0,,,,,,2.0,2.0,,1.0,,,,
28,"Collins, Matthew",3,3,4,7,,,,,1.0,,,1.0,,,,3.0,4.0,,,,,,
33,"Farmer, Jeff",11,6,3,14,4,2.0,,,,2.0,1.0,,,,,9.0,5.0,3.0,4.0,1.0,1.0,,
18,"Green, Brad",5,5,5,10,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,5.0,6.0,1.0,,1.0,,,
4,"Grgic, Brent",1,,4,5,,,1.0,2.0,2.0,,2.0,,,1.0,,2.0,3.0,,,,,,
27,"Ingerson, Anthony",1,1,,1,,,3.0,,2.0,,,,,,,1.0,,1.0,,1.0,,,
16,"Johnstone, Travis",9,2,6,15,1,,,,2.0,3.0,,,,,,5.0,9.0,,,,,,
35,"McDonald, Anthony",17,8,5,22,1,,,1.0,,9.0,4.0,1.0,1.0,,,6.0,16.0,,,4.0,,,
23,"McDonald, James",15,3,9,24,2,1.0,,2.0,1.0,4.0,5.0,6.0,3.0,,3.0,13.0,12.0,,,,1.0,,
44,"Nicholson, Alistair",7,6,6,13,,,2.0,,3.0,1.0,1.0,,2.0,1.0,,7.0,6.0,3.0,,1.0,,,
7,"Powell, Stephen",10,3,16,26,,1.0,,,2.0,5.0,10.0,2.0,1.0,1.0,,8.0,18.0,,,3.0,,,
43,"Rigoni, Guy",10,2,6,16,,,,,,1.0,1.0,3.0,1.0,,,3.0,14.0,,,,,,
24,"Robertson, Russell",13,8,3,16,3,1.0,1.0,2.0,,5.0,1.0,,,1.0,,3.0,13.0,1.0,4.0,,,,
5,"Schwarz, David",9,4,4,13,1,3.0,2.0,1.0,1.0,5.0,2.0,,1.0,2.0,,7.0,7.0,2.0,2.0,3.0,2.0,,
46,"Simmonds, Troy",4,3,3,7,1,,8.0,3.0,,1.0,,,1.0,,,3.0,3.0,1.0,1.0,1.0,,,
42,"Walsh, Peter",11,5,11,22,,,,,5.0,3.0,,2.0,1.0,2.0,,7.0,16.0,,,1.0,1.0,,
26,"Ward, Daniel",,,2,2,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,
31,"Wheatley, Paul",8,5,2,10,,,,1.0,1.0,2.0,,1.0,1.0,,,4.0,6.0,1.0,,,2.0,,
45,"Whelan, Matthew",6,6,8,14,,,,2.0,6.0,,,,1.0,1.0,,4.0,10.0,1.0,,2.0,,,
34,"White, Jeff",7,6,13,20,1,,19.0,,2.0,3.0,4.0,2.0,1.0,2.0,,10.0,12.0,,,,,,
22,"Woewodin, Shane",18,5,7,25,3,,1.0,1.0,1.0,7.0,5.0,6.0,2.0,3.0,1.0,12.0,13.0,1.0,1.0,1.0,,,
13,"Yze, Adem",16,4,7,23,2,1.0,,,4.0,6.0,1.0,2.0,,1.0,,9.0,14.0,1.0,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,86,124,308,19,11.0,37.0,17.0,35.0,60.0,37.0,27.0,18.0,18.0,4.0,124.0,190.0,16.0,14.0,19.0,7.0,,
Opposition,Opposition,183,88,95,278,15,9.0,24.0,38.0,36.0,53.0,37.0,23.0,18.0,18.0,2.0,116.0,157.0,19.0,16.0,20.0,17.0,,
