Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",26y 126d,119 (66-4-49 57.14%),48 (0.40),←,
21,"Balta, Noah",24y 222d,93 (51-2-40 55.91%),32 (0.34),←,
35,"Broad, Nathan",31y 47d,137 (86-3-48 63.87%),3 (0.02),←,
30,"Brown, Tom",20y 307d,11 (1-0-10 9.09%),,←,
44,"Campbell, Seth",19y 155d,11 (1-0-10 9.09%),4 (0.36),←,
38,"Cumberland, Noah",23y 78d,22 (6-1-15 29.55%),30 (1.36),←,
27,"Dow, Thomson",22y 229d,29 (7-1-21 25.86%),1 (0.03),←,
34,"Graham, Jack",26y 97d,122 (74-4-44 62.30%),49 (0.40),←,
42,"Lefau, Mykelti",25y 345d,10 (1-0-9 10.00%),14 (1.40),←,
31,"Mansell, Rhyan",23y 363d,42 (13-1-28 32.14%),18 (0.43),←,
4,"Martin, Dustin",32y 341d,299 (163-4-132 55.18%),337 (1.13),←,
28,"McAuliffe, Kane",19y 92d,5 (0-0-5 0.00%),,←,
33,"McIntosh, Kamdyn",30y 59d,179 (106-3-70 60.06%),50 (0.28),←,
46,"Miller, Ben",24y 275d,35 (13-3-19 41.43%),9 (0.26),←,
25,"Nankervis, Toby",29y 294d,147 (89-2-56 61.22%),37 (0.25),135 (82-2-51 61.48%),34 (0.25)
50,"Pickett, Marlion",32y 147d,90 (43-4-43 50.00%),26 (0.29),←,
13,"Ralphsmith, Hugo",22y 205d,39 (14-1-24 37.18%),11 (0.28),←,
17,"Rioli, Daniel",27y 46d,172 (97-4-71 57.56%),104 (0.60),←,
32,"Ryan, Samson",23y 175d,18 (6-0-12 33.33%),14 (0.78),←,
15,"Short, Jayden",28y 129d,164 (93-4-67 57.93%),35 (0.21),←,
49,"Smith, Kaleb",19y 194d,1 (0-0-1 0.00%),,←,
40,"Sonsie, Tyler",21y 126d,18 (5-1-12 30.56%),6 (0.33),←,
1,"Vlastuin, Nick",30y 43d,223 (130-4-89 59.19%),29 (0.13),←,
Totals,Totals,25y 178d,1986 (1065-46-875 53.63%),857 (0.43),,
C,"Yze, Adem",46y 254d,13 (2-0-11 15.38%),,12 (1-0-11 8.33%),
