Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",22y 244d,28 (18-1-9 66.07%),20 (0.71),←,
8,"Bewick, Darren",26y 323d,132 (81-1-50 61.74%),206 (1.56),←,
14,"Calthorpe, David",20y 327d,26 (16-0-10 61.54%),21 (0.81),←,
36,"Cummings, Scott",20y 173d,3 (2-0-1 66.67%),14 (4.67),←,
6,"Daniher, Anthony",31y 170d,229 (122-1-106 53.49%),79 (0.34),114 (73-1-40 64.47%),17 (0.15)
7,"Daniher, Chris",28y 101d,60 (33-1-26 55.83%),15 (0.25),←,
30,"Delaney, Tony",18y 195d,10 (3-1-6 35.00%),3 (0.30),←,
38,"Denham, Sean",25y 72d,89 (51-1-37 57.87%),38 (0.43),45 (27-1-17 61.11%),17 (0.38)
29,"Grenvold, David",28y 126d,82 (54-1-27 66.46%),14 (0.17),←,
39,"Hardwick, Damien",21y 326d,11 (7-0-4 63.64%),3 (0.27),←,
11,"Hills, Paul",21y 293d,57 (33-1-23 58.77%),10 (0.18),←,
5,"Hird, James",21y 156d,35 (20-1-14 58.57%),55 (1.57),←,
25,"Manton, Glenn",21y 39d,17 (10-0-7 58.82%),2 (0.12),←,
24,"Misiti, Joe",19y 243d,35 (21-1-13 61.43%),16 (0.46),←,
10,"ODonnell, Gary",29y 59d,150 (93-1-56 62.33%),53 (0.35),←,
33,"Ross, Lachlan",20y 332d,2 (1-0-1 50.00%),1 (0.50),←,
3,"Salmon, Paul",29y 171d,191 (115-1-75 60.47%),467 (2.45),←,
12,"Symons, Michael",22y 297d,35 (24-0-11 68.57%),49 (1.40),←,
4,"Wanganeen, Gavin",21y 22d,76 (43-1-32 57.24%),34 (0.45),←,
32,"Watson, Tim",32y 362d,306 (192-3-111 63.24%),335 (1.09),←,
34,"Williams, Russell",20y 171d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,24y 26d,1577 (941-16-620 59.67%),1436 (0.91),,
C,"Sheedy, Kevin",46y 198d,322 (209-2-111 65.22%),,←,
