Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",21y 160d,55 (17-1-37 31.82%),12 (0.22),←,
6,"Bate, Matthew",22y 63d,64 (20-0-44 31.25%),63 (0.98),←,
43,"Bennell, Jamie",19y 49d,14 (2-0-12 14.29%),2 (0.14),←,
32,"Bruce, Cameron",29y 299d,201 (84-1-116 42.04%),204 (1.01),←,
25,"Cheney, Kyle",19y 335d,7 (0-0-7 0.00%),,←,
36,"Davey, Aaron",26y 46d,114 (47-1-66 41.67%),136 (1.19),←,
14,"Dunn, Lynden",22y 73d,48 (14-0-34 29.17%),34 (0.71),←,
11,"Johnson, Paul",25y 30d,57 (12-0-45 21.05%),15 (0.26),56 (11-0-45 19.64%),15 (0.27)
2,"Jones, Nathan",21y 187d,66 (14-1-51 21.97%),26 (0.39),←,
48,"Jurrah, Liam",20y 307d,6 (2-0-4 33.33%),11 (1.83),←,
34,"Martin, Stefan",22y 251d,23 (5-0-18 21.74%),4 (0.17),←,
23,"McDonald, James",32y 294d,230 (96-1-133 41.96%),51 (0.22),←,
49,"McKenzie, Jordie",19y 35d,1 (0-0-1 0.00%),,←,
7,"Miller, Brad",26y 20d,123 (42-1-80 34.55%),74 (0.60),←,
22,"Moloney, Brent",25y 179d,86 (32-1-53 37.79%),21 (0.24),63 (20-0-43 31.75%),15 (0.24)
10,"Morton, Cale",19y 189d,36 (5-0-31 13.89%),20 (0.56),←,
29,"Newton, Michael",22y 90d,19 (5-0-14 26.32%),26 (1.37),←,
15,"Petterd, Ricky",21y 2d,25 (6-0-19 24.00%),22 (0.88),←,
27,"Rivers, Jared",24y 281d,86 (37-1-48 43.60%),4 (0.05),←,
44,"Valenti, Shane",22y 178d,11 (2-0-9 18.18%),4 (0.36),←,
37,"Warnock, Matthew",25y 114d,37 (7-0-30 18.92%),1 (0.03),←,
45,"Whelan, Matthew",29y 255d,147 (65-1-81 44.56%),15 (0.10),←,
Totals,Totals,23y 223d,1456 (514-9-933 35.30%),745 (0.51),,
C,"Bailey, Dean",42y 189d,39 (6-0-33 15.38%),,←,
