Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",30y 287d,138 (87-1-50 63.41%),8 (0.06),120 (80-1-39 67.08%),4 (0.03)
20,"Brogan, Dean",27y 131d,72 (51-1-20 71.53%),29 (0.40),←,
7,"Burgoyne, Peter",28y 85d,178 (104-3-71 59.27%),175 (0.98),←,
8,"Burgoyne, Shaun",23y 185d,86 (65-0-21 75.58%),89 (1.03),←,
25,"Cassisi, Domenic",23y 214d,71 (49-1-21 69.72%),31 (0.44),←,
30,"Chaplin, Troy",20y 60d,12 (6-1-5 54.17%),,←,
35,"Cornes, Chad",26y 163d,145 (94-1-50 65.17%),122 (0.84),←,
18,"Cornes, Kane",23y 109d,97 (66-1-30 68.56%),48 (0.49),←,
17,"Dew, Stuart",26y 249d,164 (96-3-65 59.45%),232 (1.41),←,
33,"Ebert, Brett",22y 157d,37 (20-1-16 55.41%),38 (1.03),←,
5,"Lade, Brendon",29y 288d,152 (89-3-60 59.54%),131 (0.86),←,
34,"Lonie, Nathan",23y 51d,67 (22-0-45 32.84%),36 (0.54),3 (2-0-1 66.67%),1 (0.33)
22,"Mahoney, Josh",28y 175d,71 (37-0-34 52.11%),64 (0.90),41 (27-0-14 65.85%),54 (1.32)
15,"Motlop, Daniel",24y 39d,51 (22-1-28 44.12%),56 (1.10),4 (2-0-2 50.00%),3 (0.75)
16,"Pearce, Danyle",20y 17d,11 (6-0-5 54.55%),9 (0.82),←,
36,"Pettigrew, Michael",21y 39d,19 (10-0-9 52.63%),13 (0.68),←,
3,"Salopek, Steven",20y 307d,30 (20-0-10 66.67%),11 (0.37),←,
23,"Symes, Brad",21y 48d,2 (1-0-1 50.00%),,←,
1,"Tredrea, Warren",27y 121d,180 (109-2-69 61.11%),411 (2.28),←,
2,"Wakelin, Darryl",31y 256d,230 (131-2-97 57.39%),12 (0.05),115 (78-1-36 68.26%),4 (0.03)
42,"Walsh, Peter",29y 274d,131 (65-1-65 50.00%),34 (0.26),27 (14-1-12 53.70%),3 (0.11)
24,"White, Damon",22y 251d,22 (12-1-9 56.82%),20 (0.91),←,
Totals,Totals,25y 43d,1966 (1162-23-781 59.10%),1569 (0.80),,
C,"Williams, Mark",47y 246d,171 (106-2-63 62.57%),,←,
