Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Callum",6,3,8,14,,1.0,,3.0,,,1.0,1.0,,,,3.0,9.0,,,,4.0,,78.0
14,"Cameron, Darcy",11,6,4,15,,2.0,13.0,2.0,,2.0,3.0,1.0,,1.0,,10.0,5.0,4.0,2.0,,,,80.0
25,"Crisp, Jack",13,5,4,17,,,,3.0,5.0,2.0,3.0,4.0,,1.0,,6.0,13.0,1.0,,7.0,,,89.0
7,"Daicos, Josh",11,4,16,27,1,1.0,,5.0,2.0,2.0,4.0,2.0,1.0,2.0,,8.0,19.0,,,1.0,2.0,,72.0
2,"de Goey, Jordan",8,,8,16,,1.0,,1.0,1.0,3.0,6.0,2.0,2.0,,,8.0,8.0,,,2.0,,,91.0
4,"Grundy, Brodie",10,3,11,21,1,,37.0,4.0,,1.0,5.0,2.0,2.0,1.0,,15.0,8.0,2.0,,2.0,,,85.0
32,"Hoskin-Elliott, Will",6,6,11,17,,,,3.0,1.0,1.0,,3.0,,1.0,,3.0,14.0,,,,,1.0,92.0
11,"Keane, Mark",9,7,4,13,,,,,,2.0,,3.0,,2.0,,5.0,7.0,3.0,,1.0,,,87.0
18,"Macrae, Finlay",4,2,7,11,,,,1.0,1.0,,1.0,4.0,,,,4.0,6.0,,,,,,62.0
37,"Maynard, Brayden",11,5,5,16,,,,1.0,5.0,1.0,,1.0,1.0,1.0,,3.0,9.0,1.0,,7.0,,,87.0
16,"Mayne, Chris",11,4,6,17,,,,2.0,3.0,,1.0,1.0,1.0,1.0,,8.0,8.0,1.0,,4.0,,,83.0
31,"McCreery, Beau",4,1,6,10,,1.0,,9.0,,3.0,,5.0,2.0,2.0,,5.0,5.0,,,,1.0,,72.0
41,"Mihocek, Brody",20,12,4,24,4,2.0,,1.0,,8.0,,3.0,2.0,,,7.0,14.0,1.0,5.0,3.0,,,91.0
30,"Moore, Darcy",4,4,1,5,,1.0,,,,1.0,,1.0,,,,1.0,4.0,1.0,1.0,3.0,,,87.0
28,"Murphy, Nathan",10,7,5,15,,,,,1.0,2.0,,2.0,,1.0,,2.0,13.0,1.0,,,,,73.0
9,"Noble, John",18,4,2,20,1,,,,4.0,3.0,,2.0,1.0,,,2.0,17.0,,,,,,78.0
10,"Pendlebury, Scott",15,5,11,26,,,,4.0,,5.0,6.0,3.0,,,,12.0,14.0,,,2.0,,2.0,83.0
27,"Poulter, Caleb",7,5,8,15,,,,1.0,3.0,2.0,,4.0,1.0,2.0,,5.0,13.0,,,,,,76.0
3,"Quaynor, Isaac",15,4,6,21,,1.0,,1.0,5.0,4.0,1.0,5.0,,,,7.0,14.0,1.0,,,1.0,,83.0
1,"Rantall, Jay",,,,,,,,,,,,,,,,,,,,,,,
23,"Roughead, Jordan",10,5,4,14,,,,1.0,4.0,,1.0,1.0,,,,7.0,7.0,1.0,,5.0,1.0,,96.0
22,"Sidebottom, Steele",12,6,9,21,,1.0,,2.0,3.0,3.0,2.0,3.0,1.0,1.0,,6.0,16.0,,,1.0,5.0,2.0,81.0
24,"Thomas, Josh",6,1,9,15,,,,7.0,,2.0,3.0,2.0,,,,9.0,6.0,,,,,1.0,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,99,149,370,7,13.0,50.0,51.0,38.0,47.0,37.0,55.0,14.0,16.0,,136.0,229.0,17.0,8.0,38.0,14.0,6.0,
Opposition,Opposition,263,146,140,403,12,7.0,14.0,58.0,39.0,50.0,31.0,53.0,16.0,14.0,6.0,138.0,266.0,21.0,12.0,44.0,8.0,8.0,
