Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Conca, Reece",15,2,6,21,,,,5.0,1.0,2.0,7.0,2.0,2.0,,,9.0,11.0,,,2.0,1.0,1.0,81.0
9,"Cotchin, Trent",18,3,6,24,1,1.0,,5.0,3.0,5.0,6.0,5.0,5.0,2.0,1.0,16.0,9.0,1.0,,2.0,,,82.0
7,"Dea, Matt",3,4,7,10,,,,1.0,1.0,,,,,,,4.0,6.0,,,1.0,,,83.0
3,"Deledio, Brett",16,6,15,31,,,1.0,2.0,,6.0,4.0,5.0,1.0,1.0,,13.0,18.0,1.0,,1.0,,1.0,86.0
10,"Edwards, Shane",7,7,9,16,2,1.0,,1.0,1.0,1.0,2.0,1.0,,,,6.0,9.0,1.0,2.0,1.0,1.0,1.0,82.0
42,"Ellis, Brandon",12,5,9,21,,1.0,,,2.0,2.0,1.0,,,,,8.0,13.0,2.0,,2.0,1.0,,73.0
6,"Grigg, Shaun",12,6,8,20,,1.0,3.0,,2.0,3.0,2.0,1.0,,,,3.0,18.0,,,2.0,2.0,,81.0
14,"Houli, Bachar",8,3,2,10,1,,,4.0,2.0,1.0,,,1.0,,,2.0,9.0,,,2.0,1.0,,76.0
23,"Jackson, Daniel",15,4,8,23,,3.0,,5.0,2.0,7.0,1.0,1.0,2.0,1.0,,2.0,22.0,,1.0,,,1.0,79.0
47 ↓,"Maric, Addam",4,3,3,7,,,,3.0,1.0,2.0,,1.0,,,,,6.0,,,,,2.0,55.0
20,"Maric, Ivan",6,2,9,15,,,34.0,4.0,1.0,1.0,3.0,5.0,,3.0,,11.0,6.0,,,3.0,,,87.0
4,"Martin, Dustin",13,3,9,22,2,2.0,,4.0,2.0,3.0,3.0,4.0,2.0,2.0,,9.0,14.0,1.0,2.0,,,1.0,86.0
16,"McGuane, Luke",7,2,5,12,,2.0,2.0,6.0,1.0,1.0,1.0,2.0,,2.0,,5.0,7.0,,,4.0,,,91.0
40,"Moore, Kelvin",9,5,5,14,,,,1.0,2.0,,,3.0,2.0,2.0,,7.0,8.0,2.0,,5.0,,,82.0
38,"Morris, Steven",10,4,13,23,,,,3.0,2.0,3.0,,7.0,2.0,3.0,,9.0,16.0,,,1.0,4.0,,87.0
26,"Nahas, Robin",5,1,3,8,3,,,2.0,1.0,,,2.0,,1.0,,2.0,6.0,,1.0,,,,91.0
17,"Newman, Chris",9,1,6,15,,,,2.0,1.0,1.0,2.0,1.0,,,,5.0,8.0,,,3.0,4.0,,88.0
45 ↑,"OHanlon, Brett",1,1,2,3,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,32.0
37,"Post, Jayden",5,4,9,14,,,,,3.0,,2.0,2.0,,1.0,,8.0,6.0,3.0,,12.0,,,96.0
18,"Rance, Alex",16,9,9,25,,,,,11.0,3.0,,8.0,,1.0,,6.0,19.0,1.0,,13.0,3.0,,98.0
8,"Riewoldt, Jack",8,6,4,12,3,2.0,,3.0,,2.0,,3.0,3.0,2.0,,7.0,8.0,2.0,5.0,2.0,,,98.0
21,"Tuck, Shane",14,4,12,26,2,,,4.0,2.0,6.0,5.0,2.0,3.0,1.0,,17.0,10.0,2.0,1.0,2.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,85,159,372,14,15.0,40.0,55.0,41.0,50.0,40.0,55.0,23.0,22.0,1.0,151.0,230.0,16.0,12.0,58.0,17.0,8.0,
Opposition,Opposition,216,86,167,383,15,13.0,50.0,61.0,32.0,62.0,44.0,57.0,22.0,23.0,5.0,127.0,246.0,8.0,11.0,49.0,16.0,9.0,
