Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",25y 57d,83 (19-1-63 23.49%),24 (0.29),28 (12-0-16 42.86%),11 (0.39)
33,"Barlow, Kris",26y 276d,21 (10-0-11 47.62%),13 (0.62),←,
22,"Bowyer, Glen",20y 110d,2 (1-0-1 50.00%),,←,
17,"Chick, Daniel",24y 66d,89 (38-2-49 43.82%),97 (1.09),←,
23,"Collica, Michael",22y 282d,28 (12-1-15 44.64%),4 (0.14),←,
9,"Crawford, Shane",25y 220d,142 (66-2-74 47.18%),103 (0.73),←,
24,"Croad, Trent",20y 38d,44 (19-1-24 44.32%),31 (0.70),←,
19,"Dixon, Ben",22y 307d,53 (26-1-26 50.00%),73 (1.38),←,
34,"Graham, Mark",27y 34d,121 (50-2-69 42.15%),41 (0.34),←,
5,"Harford, Daniel",23y 28d,101 (42-1-58 42.08%),41 (0.41),←,
15,"Lord, Aaron",24y 270d,100 (49-2-49 50.00%),115 (1.15),68 (26-1-41 38.97%),96 (1.41)
7,"McCabe, Luke",23y 250d,77 (33-1-43 43.51%),5 (0.06),←,
18,"McPharlin, Luke",18y 137d,2 (1-0-1 50.00%),1 (0.50),←,
20,"Rawlings, Jade",22y 190d,34 (13-0-21 38.24%),15 (0.44),←,
32,"Rock, Anthony",29y 200d,199 (118-1-80 59.55%),146 (0.73),21 (10-1-10 50.00%),8 (0.38)
4,"Salmon, Paul",35y 87d,291 (154-4-133 53.61%),543 (1.87),82 (31-2-49 39.02%),34 (0.41)
11,"Smith, Joel",22y 349d,81 (40-1-40 50.00%),65 (0.80),23 (11-1-11 50.00%),14 (0.61)
29,"Tallis, Rayden",24y 312d,75 (30-0-45 40.00%),12 (0.16),←,
6,"Taylor, Richard",26y 277d,101 (43-2-56 43.56%),43 (0.43),←,
16,"Thompson, Nathan",22y 62d,24 (11-1-12 47.92%),28 (1.17),←,
21,"Vandenberg, Richard",23y 93d,16 (5-1-10 34.38%),3 (0.19),←,
36,"Young, Barry",29y 295d,133 (66-2-65 50.38%),68 (0.51),4 (1-0-3 25.00%),
Totals,Totals,24y 229d,1817 (846-26-945 46.56%),1471 (0.81),,
C,"Schwab, Peter",39y 207d,6 (2-0-4 33.33%),,←,
