Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",32y 84d,282 (155-0-127 54.96%),249 (0.88),159 (71-0-88 44.65%),129 (0.81)
21,"Black, Heath",28y 362d,190 (76-0-114 40.00%),79 (0.42),136 (54-0-82 39.71%),60 (0.44)
26,"Bradley, Kepler",22y 193d,51 (13-1-37 26.47%),16 (0.31),2 (0-0-2 0.00%),2 (1.00)
15,"Crowley, Ryan",24y 80d,59 (28-0-31 47.46%),49 (0.83),←,
25,"Dodd, Steven",24y 339d,68 (33-0-35 48.53%),4 (0.06),←,
41,"Duffield, Paul",23y 109d,17 (6-0-11 35.29%),4 (0.24),←,
33,"Farmer, Jeff",30y 335d,238 (110-0-128 46.22%),474 (1.99),120 (58-0-62 48.33%),215 (1.79)
14,"Grover, Antoni",28y 74d,136 (61-0-75 44.85%),17 (0.13),←,
35,"Ibbotson, Garrick",20y 70d,7 (1-0-6 14.29%),4 (0.57),←,
37,"Johnson, Michael",23y 217d,62 (32-0-30 51.61%),11 (0.18),←,
23,"Mayne, Chris",19y 204d,4 (1-0-3 25.00%),3 (0.75),←,
8,"McManus, Shaun",32y 105d,223 (88-0-135 39.46%),93 (0.42),←,
18,"McPharlin, Luke",26y 175d,121 (63-0-58 52.07%),80 (0.66),109 (55-0-54 50.46%),77 (0.71)
16,"Mundy, David",22y 309d,73 (36-0-37 49.32%),16 (0.22),←,
10,"Palmer, Rhys",19y 101d,8 (1-0-7 12.50%),4 (0.50),←,
29,"Pavlich, Matthew",26y 145d,184 (80-0-104 43.48%),342 (1.86),←,
7,"Peake, Brett",24y 324d,45 (25-0-20 55.56%),23 (0.51),←,
31,"Sandilands, Aaron",25y 170d,102 (53-0-49 51.96%),29 (0.28),←,
3,"Schammer, Byron",22y 338d,93 (51-0-42 54.84%),27 (0.29),←,
6,"Solomon, Dean",28y 136d,185 (101-1-83 54.86%),73 (0.39),27 (9-0-18 33.33%),17 (0.63)
20,"Tarrant, Chris",27y 249d,188 (84-0-104 44.68%),343 (1.82),27 (9-0-18 33.33%),44 (1.63)
22,"Thornton, Scott",25y 256d,62 (29-0-33 46.77%),6 (0.10),←,
Totals,Totals,25y 182d,2398 (1127-2-1269 47.00%),1946 (0.81),,
C,"Harvey, Mark",42y 348d,16 (5-0-11 31.25%),,←,
