Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Broadbridge, Troy",6,2,3,9,,,,2.0,5.0,,,,,1.0,,5.0,4.0,,,2.0,,,
25,"Brown, Nathan",10,,3,13,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,6.0,6.0,,,1.0,1.0,,
32,"Bruce, Cameron",9,6,3,12,3,2.0,,1.0,2.0,,,,,1.0,,6.0,6.0,3.0,4.0,3.0,,,
33,"Farmer, Jeff",12,2,7,19,3,,,4.0,,6.0,3.0,3.0,1.0,2.0,,5.0,11.0,,1.0,2.0,,,
21,"Febey, Steven",12,4,6,18,1,,,2.0,2.0,4.0,3.0,1.0,,,,5.0,13.0,1.0,,4.0,2.0,,
30,"Godfrey, Simon",3,1,1,4,,,,1.0,1.0,,1.0,,,1.0,,1.0,3.0,,,1.0,,,
18,"Green, Brad",7,4,1,8,3,1.0,,,,1.0,,1.0,,1.0,,3.0,4.0,1.0,2.0,1.0,,,
36,"Leoncelli, Andrew",14,5,4,18,2,1.0,,5.0,2.0,4.0,7.0,1.0,,1.0,,9.0,8.0,1.0,1.0,,,,
23,"McDonald, James",3,,4,7,,,,,1.0,,,,1.0,1.0,,5.0,3.0,,,,,,
9,"Neitz, David",8,3,3,11,,,,2.0,2.0,1.0,2.0,,2.0,1.0,,8.0,4.0,2.0,,3.0,,,
8,"Nicholson, Alistair",6,7,7,13,,,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,,8.0,5.0,4.0,,3.0,,,
24,"Robertson, Russell",5,4,2,7,,1.0,,1.0,,3.0,,,,,,3.0,3.0,2.0,1.0,,,,
5,"Schwarz, David",8,4,3,11,,1.0,5.0,3.0,1.0,1.0,,1.0,,2.0,,6.0,4.0,3.0,2.0,2.0,,,
11,"Simmonds, Troy",2,2,4,6,1,,9.0,,,1.0,,,,1.0,,1.0,5.0,,1.0,1.0,,,
6,"Thompson, Scott",2,1,,2,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,,
42,"Walsh, Peter",11,4,13,24,1,,1.0,,3.0,4.0,2.0,2.0,2.0,,3.0,14.0,11.0,1.0,,4.0,5.0,,
10,"Ward, Daniel",16,6,7,23,1,,,3.0,2.0,9.0,5.0,,3.0,1.0,2.0,9.0,14.0,1.0,1.0,1.0,1.0,,
31,"Wheatley, Paul",8,3,3,11,1,,,,1.0,3.0,,,1.0,1.0,,4.0,7.0,1.0,1.0,1.0,3.0,,
45,"Whelan, Matthew",5,2,6,11,,,,5.0,3.0,,2.0,1.0,1.0,1.0,,7.0,3.0,1.0,,2.0,,,
34,"White, Jeff",13,7,2,15,,1.0,21.0,,,3.0,1.0,,,1.0,,3.0,12.0,3.0,1.0,1.0,,,
26,"Williams, Luke",9,2,4,13,2,,,1.0,1.0,1.0,,,3.0,1.0,,11.0,3.0,,,3.0,,,
13,"Yze, Adem",25,8,3,28,,,,1.0,11.0,3.0,,3.0,2.0,1.0,,8.0,15.0,1.0,,1.0,4.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,77,89,283,18,9.0,36.0,34.0,44.0,47.0,29.0,15.0,19.0,20.0,5.0,129.0,144.0,26.0,15.0,36.0,16.0,,
Opposition,Opposition,214,92,158,372,16,15.0,19.0,36.0,23.0,67.0,44.0,20.0,20.0,19.0,1.0,142.0,231.0,17.0,16.0,30.0,3.0,,
