Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",23y 320d,66 (43-0-23 65.15%),101 (1.53),←,
23,"Cransberg, Peter",23y 343d,39 (27-0-12 69.23%),36 (0.92),←,
6,"Daniher, Anthony",28y 167d,199 (105-0-94 52.76%),76 (0.38),84 (56-0-28 66.67%),14 (0.17)
7,"Daniher, Chris",25y 98d,16 (9-0-7 56.25%),4 (0.25),←,
5,"Daniher, Terry",33y 326d,294 (182-3-109 62.41%),450 (1.53),275 (172-2-101 62.91%),428 (1.56)
15,"Ezard, Alan",28y 83d,159 (107-0-52 67.30%),190 (1.19),←,
34,"Filandia, Peter",21y 54d,6 (3-0-3 50.00%),2 (0.33),←,
49,"Hills, Paul",18y 290d,7 (3-0-4 42.86%),2 (0.29),←,
39,"Johnston, David",22y 88d,30 (17-0-13 56.67%),5 (0.17),←,
9,"Kickett, Derek",28y 274d,35 (21-0-14 60.00%),36 (1.03),23 (16-0-7 69.57%),24 (1.04)
13,"Long, Michael",21y 279d,61 (43-0-18 70.49%),42 (0.69),←,
27,"Madden, Simon",33y 189d,362 (217-2-143 60.22%),548 (1.51),←,
41,"Manning, Andrew",24y 226d,56 (20-0-36 35.71%),43 (0.77),25 (15-0-10 60.00%),20 (0.80)
35,"McMullin, Ian",26y 309d,38 (26-0-12 68.42%),46 (1.21),17 (13-0-4 76.47%),22 (1.29)
10,"ODonnell, Gary",26y 56d,84 (55-0-29 65.48%),20 (0.24),←,
19,"Somerville, Peter",22y 364d,23 (16-0-7 69.57%),23 (1.00),←,
17,"Sporn, Kieran",24y 313d,44 (29-0-15 65.91%),40 (0.91),←,
26,"Thompson, Mark",27y 230d,125 (84-1-40 67.60%),40 (0.32),←,
4,"Wanganeen, Gavin",18y 19d,13 (8-0-5 61.54%),10 (0.77),←,
32,"Watson, Tim",29y 359d,273 (171-3-99 63.19%),302 (1.11),←,
Totals,Totals,25y 201d,1930 (1186-9-735 61.45%),2016 (1.04),,
C,"Sheedy, Kevin",43y 195d,252 (169-1-82 67.26%),,←,
