St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",24y 111d,89 (35-1-53 39.89%),20 (0.22),←,
14,"Ball, Luke",20y 108d,40 (26-0-14 65.00%),25 (0.63),←,
27,"Blake, Jason",23y 179d,58 (24-1-33 42.24%),12 (0.21),←,
3,"Clarke, Xavier",20y 348d,57 (26-1-30 46.49%),29 (0.51),←,
26,"Dal Santo, Nick",20y 201d,50 (25-1-24 51.00%),24 (0.48),←,
9,"Gehrig, Fraser",28y 191d,190 (96-1-93 50.79%),327 (1.72),75 (33-0-42 44.00%),168 (2.24)
18,"Goddard, Brendon",19y 113d,41 (26-0-15 63.41%),10 (0.24),←,
34,"Guerra, Brent",22y 104d,82 (59-0-23 71.95%),68 (0.83),17 (12-0-5 70.59%),29 (1.71)
35,"Harvey, Robert",33y 20d,299 (145-3-151 49.00%),172 (0.58),←,
7,"Hayes, Lenny",24y 240d,115 (44-2-69 39.13%),44 (0.38),←,
8,"Hudghton, Max",28y 8d,152 (63-2-87 42.11%),14 (0.09),←,
5,"Jones, Austinn",27y 348d,203 (89-2-112 44.33%),121 (0.60),←,
33,"Knobel, Trent",24y 110d,53 (30-1-22 57.55%),8 (0.15),40 (21-1-18 53.75%),8 (0.20)
23,"Koschitzke, Justin",21y 356d,57 (25-0-32 43.86%),37 (0.65),←,
31,"Maguire, Matt",20y 103d,45 (22-0-23 48.89%),9 (0.20),←,
44,"Milne, Stephen",24y 186d,72 (27-1-44 38.19%),149 (2.07),←,
1,"Peckett, Justin",31y 341d,214 (89-2-123 42.06%),41 (0.19),←,
19,"Penny, Luke",23y 215d,70 (38-0-32 54.29%),6 (0.09),35 (23-0-12 65.71%),1 (0.03)
17,"Powell, Stephen",28y 3d,115 (71-1-43 62.17%),90 (0.78),41 (25-0-16 60.98%),26 (0.63)
12,"Riewoldt, Nick",21y 329d,74 (34-1-39 46.62%),117 (1.58),←,
4,"Thompson, Andrew",31y 325d,171 (73-2-96 43.27%),89 (0.52),←,
13,"Voss, Brett",26y 201d,111 (50-2-59 45.95%),33 (0.30),76 (31-1-44 41.45%),22 (0.29)
Totals,Totals,24y 338d,2358 (1117-24-1217 47.37%),1445 (0.61),,
C,"Thomas, Grant",46y 209d,75 (34-1-40 46.00%),,←,
