Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",8,4,7,15,,,,2.0,3.0,,1.0,1.0,2.0,,,4.0,10.0,,,13.0,,,96.0
9,"Beams, Dayne",9,4,7,16,,2.0,,5.0,,4.0,1.0,1.0,1.0,1.0,,3.0,12.0,,1.0,1.0,,,81.0
13,"Berry, Jarrod",5,1,11,16,,,,7.0,1.0,1.0,6.0,1.0,,1.0,,12.0,4.0,,,2.0,,,89.0
8,"Bewick, Rohan",13,5,7,20,1,1.0,,2.0,,6.0,2.0,,,,,6.0,14.0,,1.0,1.0,1.0,1.0,75.0
23,"Cameron, Charlie",11,7,5,16,3,,,3.0,,3.0,2.0,1.0,2.0,1.0,,7.0,10.0,,2.0,1.0,,,87.0
3,"Christensen, Allen",9,,7,16,3,1.0,,6.0,2.0,1.0,,,4.0,,,8.0,8.0,,,,,,79.0
20,"Cox, Cedric",7,1,8,15,1,,,2.0,3.0,,2.0,4.0,1.0,1.0,,10.0,6.0,,,2.0,,,78.0
27,"Gardiner, Darcy",6,3,5,11,,,,4.0,5.0,,,4.0,,2.0,,5.0,5.0,,,10.0,,,78.0
30,"Hipwood, Eric",7,3,7,14,1,1.0,,1.0,,4.0,1.0,1.0,,,,6.0,8.0,1.0,,1.0,,,76.0
2,"Hodge, Luke",15,3,2,17,,,,,7.0,,1.0,4.0,,1.0,,2.0,11.0,,,11.0,,,85.0
35,"Lester, Ryan",8,2,8,16,,2.0,,3.0,,1.0,3.0,4.0,,2.0,,10.0,6.0,,2.0,1.0,,1.0,60.0
12,"Martin, Stefan",3,,6,9,,1.0,35.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,,5.0,4.0,,,4.0,,1.0,91.0
36,"Mathieson, Rhys",10,4,5,15,,,,7.0,1.0,3.0,5.0,,4.0,,,10.0,6.0,,,1.0,,,76.0
32,"Mayes, Sam",7,2,6,13,,,,2.0,3.0,3.0,1.0,2.0,,,,4.0,7.0,,,,,1.0,86.0
6,"McCluggage, Hugh",11,2,7,18,,,,4.0,1.0,5.0,2.0,2.0,,,,12.0,6.0,1.0,,2.0,1.0,3.0,87.0
25,"McStay, Daniel",7,4,8,15,,,,2.0,1.0,2.0,,3.0,1.0,,,5.0,10.0,1.0,,3.0,,,93.0
16,"Rayner, Cam",2,1,2,4,,1.0,,3.0,,,,2.0,1.0,1.0,,3.0,2.0,,1.0,3.0,,,75.0
18,"Robertson, Nick",6,1,12,18,,,,7.0,3.0,1.0,2.0,1.0,1.0,,,6.0,11.0,,,,,,75.0
28,"Taylor, Lewis",13,5,10,23,,,,5.0,,6.0,2.0,2.0,,,,4.0,20.0,,,,,1.0,91.0
14,"Walker, Josh",6,1,2,8,,2.0,4.0,2.0,,,2.0,1.0,3.0,1.0,,3.0,5.0,,1.0,2.0,,,78.0
29,"Witherden, Alex",16,5,8,24,,,,1.0,5.0,5.0,1.0,5.0,,2.0,,9.0,12.0,,,1.0,,,83.0
15,"Zorko, Dayne",11,1,9,20,1,2.0,,11.0,1.0,6.0,9.0,3.0,3.0,,,12.0,7.0,,,,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,59,149,339,10,14.0,39.0,83.0,37.0,52.0,45.0,45.0,24.0,15.0,,146.0,184.0,3.0,8.0,59.0,2.0,9.0,
Opposition,Opposition,209,76,160,369,14,16.0,54.0,75.0,38.0,56.0,45.0,51.0,15.0,24.0,6.0,169.0,204.0,14.0,17.0,52.0,2.0,11.0,
