Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Cutler, Tom",25y 169d,70 (20-0-50 28.57%),32 (0.46),4 (2-0-2 50.00%),
38,"Draper, Sam",21y 314d,2 (0-0-2 0.00%),1 (0.50),←,
10,"Francis, Aaron",22y 363d,33 (16-0-17 48.48%),6 (0.18),←,
35,"Guelfi, Matt",22y 359d,35 (21-0-14 60.00%),8 (0.23),←,
18,"Hurley, Michael",30y 67d,188 (90-3-95 48.67%),108 (0.57),←,
4,"Langford, Kyle",23y 250d,73 (31-0-42 42.47%),50 (0.68),←,
43,"McDonald-Tipungwuti, Anthony",27y 107d,98 (44-0-54 44.90%),110 (1.12),←,
1,"McGrath, Andrew",22y 66d,73 (39-0-34 53.42%),15 (0.21),←,
45,"McKenna, Conor",24y 132d,77 (35-0-42 45.45%),20 (0.26),←,
44,"McKernan, Shaun",29y 341d,85 (37-0-48 43.53%),72 (0.85),51 (25-0-26 49.02%),51 (1.00)
7,"Merrett, Zach",24y 309d,134 (59-1-74 44.40%),45 (0.34),←,
3,"Parish, Darcy",23y 13d,85 (37-0-48 43.53%),36 (0.42),←,
27,"Redman, Mason",22y 347d,33 (17-0-16 51.52%),1 (0.03),←,
14,"Ridley, Jordan",21y 292d,18 (10-0-8 55.56%),,←,
42,"Saad, Adam",26y 15d,101 (42-1-58 42.08%),7 (0.07),53 (29-0-24 54.72%),4 (0.08)
9,"Shiel, Dylan",27y 151d,164 (74-3-87 46.04%),75 (0.46),29 (15-0-14 51.72%),11 (0.38)
5,"Smith, Devon",27y 79d,147 (57-2-88 39.46%),126 (0.86),38 (19-0-19 50.00%),26 (0.68)
40,"Snelling, Will",23y 1d,14 (8-0-6 57.14%),9 (0.64),13 (7-0-6 53.85%),8 (0.62)
17,"Stewart, James",26y 156d,47 (21-0-26 44.68%),55 (1.17),29 (13-0-16 44.83%),37 (1.28)
20,"Townsend, Jacob",27y 48d,57 (24-0-33 42.11%),39 (0.68),9 (5-0-4 55.56%),7 (0.78)
11,"Zaharakis, David",30y 168d,216 (100-2-114 46.76%),131 (0.61),←,
30,"Zerk-Thatcher, Brandon",21y 348d,4 (2-0-2 50.00%),,←,
Totals,Totals,25y 53d,1754 (784-12-958 44.70%),946 (0.54),,
C,"Worsfold, John",51y 317d,380 (193-2-185 51.05%),,99 (44-0-55 44.44%),
