Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",25y 74d,43 (25-1-17 59.30%),,←,
22,"Breust, Luke",28y 222d,198 (140-1-57 70.96%),380 (1.92),←,
9,"Burgoyne, Shaun",36y 243d,367 (245-2-120 67.03%),284 (0.77),210 (148-2-60 70.95%),113 (0.54)
18,"Ceglar, Jonathon",28y 127d,71 (50-0-21 70.42%),40 (0.56),←,
12,"Frawley, James",30y 274d,216 (82-1-133 38.19%),24 (0.11),77 (48-0-29 62.34%),6 (0.08)
13,"Glass, Conor",21y 266d,15 (7-0-8 46.67%),1 (0.07),←,
19,"Gunston, Jack",27y 248d,185 (122-1-62 66.22%),359 (1.94),171 (117-1-53 68.71%),339 (1.98)
15,"Hardwick, Blake",22y 136d,57 (31-1-25 55.26%),3 (0.05),←,
31,"Henderson, Ricky",30y 283d,143 (71-1-71 50.00%),76 (0.53),53 (25-1-27 48.11%),33 (0.62)
4,"Impey, Jarman",23y 347d,112 (60-0-52 53.57%),51 (0.46),37 (20-0-17 54.05%),17 (0.46)
7,"McEvoy, Ben",29y 345d,198 (114-3-81 58.33%),83 (0.42),107 (63-1-43 59.35%),56 (0.52)
36,"Moore, Dylan",19y 321d,6 (2-0-4 33.33%),2 (0.33),←,
1,"Morrison, Harry",20y 221d,31 (17-0-14 54.84%),5 (0.16),←,
23,"OBrien, Tim",25y 85d,54 (33-1-20 62.04%),37 (0.69),←,
10,"OMeara, Jaeger",25y 118d,83 (38-0-45 45.78%),52 (0.63),39 (20-0-19 51.28%),25 (0.64)
28,"Puopolo, Paul",31y 201d,181 (128-0-53 70.72%),178 (0.98),←,
2,"Roughead, Jarryd",32y 149d,282 (175-2-105 62.41%),572 (2.03),←,
21,"Scully, Tom",28y 37d,164 (65-3-96 40.55%),81 (0.49),12 (4-0-8 33.33%),8 (0.67)
26,"Shiels, Liam",28y 53d,196 (134-1-61 68.62%),72 (0.37),←,
6,"Sicily, James",24y 166d,73 (40-1-32 55.48%),55 (0.75),←,
16,"Smith, Isaac",30y 173d,191 (134-1-56 70.42%),155 (0.81),←,
5,"Worpel, James",20y 148d,24 (13-0-11 54.17%),9 (0.38),←,
Totals,Totals,26y 342d,2890 (1726-20-1144 59.72%),2519 (0.87),,
C,"Clarkson, Alastair",51y 55d,342 (210-2-130 61.70%),,←,
