Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Amon, Karl",13,2,10,23,,,,7.0,3.0,6.0,2.0,4.0,,1.0,,6.0,18.0,,,,,2.0,81.0
36,"Blanck, James",8,5,2,10,,,,1.0,1.0,,,,,,,3.0,6.0,1.0,,5.0,,,84.0
16,"Bramble, Lachlan",21,7,3,24,1,,,,2.0,6.0,,4.0,,,,,24.0,,,,2.0,,85.0
22,"Breust, Luke",8,5,6,14,3,1.0,,5.0,,3.0,1.0,3.0,3.0,1.0,,8.0,7.0,,3.0,,,,82.0
33,"Brockman, Tyler",8,5,7,15,2,,,4.0,,4.0,,1.0,,,,3.0,12.0,,2.0,2.0,3.0,2.0,73.0
30,"Butler, Sam",5,4,11,16,1,1.0,,6.0,,1.0,,2.0,1.0,,,8.0,8.0,,,,,3.0,80.0
12,"Day, Will",10,5,14,24,,,,4.0,,3.0,5.0,4.0,,1.0,,9.0,13.0,1.0,2.0,,,,84.0
8,"Frost, Sam",9,5,10,19,,,,1.0,2.0,2.0,,1.0,,1.0,,7.0,11.0,1.0,,3.0,,,91.0
15,"Hardwick, Blake",8,4,9,17,,,,2.0,2.0,,,1.0,1.0,,,4.0,13.0,,,2.0,2.0,,82.0
4,"Impey, Jarman",9,3,5,14,,,,2.0,,,,1.0,,,,3.0,13.0,,,2.0,,,80.0
23,"Koschitzke, Jacob",4,3,3,7,2,1.0,1.0,4.0,,,,,,,,3.0,4.0,1.0,3.0,1.0,,,74.0
2,"Lewis, Mitch",16,8,8,24,6,2.0,,1.0,,3.0,,5.0,2.0,2.0,,11.0,12.0,3.0,6.0,3.0,,1.0,89.0
31 ↑,"Macdonald, Connor",6,1,8,14,,,,9.0,,2.0,3.0,1.0,1.0,,,8.0,5.0,1.0,,1.0,,,41.0
28,"Mackenzie, Cam",8,3,14,22,2,1.0,,5.0,,4.0,,2.0,,,,3.0,20.0,,,,1.0,2.0,80.0
17,"Meek, Lloyd",4,2,14,18,,,31.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,,12.0,7.0,1.0,,1.0,,,87.0
40,"Mitchell, Seamus",12,6,7,19,,,,4.0,,4.0,,1.0,1.0,,,1.0,18.0,,,1.0,4.0,1.0,85.0
13,"Moore, Dylan",11,3,11,22,1,1.0,,2.0,,6.0,1.0,3.0,,,,5.0,17.0,,1.0,,,1.0,79.0
11,"Nash, Conor",16,8,14,30,,,,8.0,4.0,6.0,8.0,2.0,1.0,1.0,,14.0,18.0,,1.0,3.0,,2.0,78.0
3,"Newcombe, Jai",13,5,11,24,1,,,9.0,,5.0,7.0,6.0,1.0,2.0,3.0,12.0,14.0,,,,,2.0,74.0
7 ↓,"Reeves, Ned",5,2,2,7,,,32.0,1.0,1.0,,4.0,2.0,1.0,2.0,,5.0,2.0,,,,,,46.0
6,"Sicily, James",18,11,12,30,,,,4.0,2.0,7.0,,6.0,1.0,1.0,,9.0,19.0,1.0,,8.0,,1.0,89.0
37,"Weddle, Josh",13,7,15,28,2,,,,6.0,4.0,2.0,4.0,,,1.0,5.0,24.0,,,3.0,2.0,,85.0
5,"Worpel, James",8,1,19,27,1,,,6.0,,3.0,8.0,5.0,1.0,4.0,2.0,15.0,14.0,,,,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,105,215,448,22,10.0,64.0,90.0,25.0,70.0,44.0,61.0,15.0,17.0,6.0,154.0,299.0,10.0,18.0,35.0,14.0,17.0,
Opposition,Opposition,180,83,131,311,4,2.0,34.0,82.0,47.0,29.0,37.0,65.0,17.0,15.0,,120.0,187.0,8.0,1.0,39.0,1.0,3.0,
