Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",23y 44d,57 (7-1-49 13.16%),14 (0.25),2 (0-0-2 0.00%),1 (0.50)
1,"Chapman, Nathan",22y 332d,62 (18-1-43 29.84%),13 (0.21),2 (0-0-2 0.00%),
17,"Chick, Daniel",22y 53d,45 (19-1-25 43.33%),43 (0.96),←,
9,"Crawford, Shane",23y 207d,95 (46-1-48 48.95%),77 (0.81),←,
24,"Croad, Trent",18y 26d,2 (0-0-2 0.00%),1 (0.50),←,
32,"Dixon, Ben",20y 294d,12 (6-0-6 50.00%),8 (0.67),←,
34,"Graham, Mark",25y 22d,86 (36-1-49 42.44%),29 (0.34),←,
13,"Hassall, Jon",24y 233d,67 (26-2-39 40.30%),13 (0.19),17 (7-0-10 41.18%),1 (0.06)
3,"Hay, Jonathan",18y 234d,6 (0-0-6 0.00%),2 (0.33),←,
2,"Holland, Nick",23y 249d,57 (23-1-33 41.23%),61 (1.07),←,
14,"Krummel, Brendan",25y 284d,44 (20-0-24 45.45%),25 (0.57),34 (14-0-20 41.18%),22 (0.65)
12,"Lawrence, Stephen",28y 347d,144 (80-0-64 55.56%),30 (0.21),←,
37,"Lekkas, Angelo",21y 279d,27 (9-0-18 33.33%),2 (0.07),←,
18,"Lloyd, Brad",22y 200d,1 (0-0-1 0.00%),1 (1.00),←,
15,"Lord, Aaron",22y 257d,56 (31-1-24 56.25%),42 (0.75),24 (8-0-16 33.33%),23 (0.96)
7,"McCabe, Luke",21y 237d,30 (14-0-16 46.67%),3 (0.10),←,
4,"Salmon, Paul",33y 74d,250 (139-3-108 56.20%),526 (2.10),41 (16-1-24 40.24%),17 (0.41)
29,"Tallis, Rayden",22y 299d,55 (22-0-33 40.00%),10 (0.18),←,
6,"Taylor, Richard",24y 264d,55 (23-1-31 42.73%),23 (0.42),←,
49,"Thompson, Nathan",20y 49d,1 (0-0-1 0.00%),,←,
8,"Treleven, Craig",27y 294d,42 (18-1-23 44.05%),11 (0.26),←,
30,"Woods, Tony",28y 276d,95 (39-1-55 41.58%),22 (0.23),64 (23-1-40 36.72%),12 (0.19)
Totals,Totals,23y 290d,1289 (576-15-698 44.69%),956 (0.74),,
C,"Judge, Ken",40y 79d,47 (19-1-27 41.49%),,←,
