Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",7,3,9,16,2,1.0,21.0,2.0,,3.0,5.0,,1.0,1.0,,13.0,3.0,3.0,2.0,2.0,,,
16,"Barnard, Paul",8,3,9,17,,,,3.0,,5.0,2.0,,1.0,1.0,,7.0,11.0,,,2.0,,,
22,"Barnes, John",2,1,3,5,,,7.0,,,1.0,,1.0,,,,,4.0,,,1.0,,,
32,"Blumfield, Justin",16,4,10,26,2,,2.0,1.0,1.0,7.0,5.0,3.0,1.0,,,10.0,14.0,,,3.0,1.0,,
33,"Caracella, Blake",9,7,17,26,,1.0,,2.0,,3.0,3.0,2.0,1.0,,,8.0,18.0,,1.0,4.0,,,
31,"Fletcher, Dustin",6,1,2,8,,,,1.0,2.0,,,2.0,,3.0,,4.0,3.0,,,1.0,,,
11,"Hardwick, Damien",6,3,14,20,,,,,5.0,,1.0,3.0,3.0,1.0,,5.0,15.0,,,,,,
3,"Henneman, Aaron",5,5,4,9,,,1.0,2.0,4.0,1.0,1.0,2.0,,2.0,,5.0,4.0,4.0,,,,,
5,"Hird, James",17,4,10,27,1,1.0,,,1.0,8.0,7.0,2.0,2.0,1.0,2.0,11.0,19.0,1.0,,,,,
42,"Jacobs, Danny",6,1,1,7,,,,3.0,,2.0,,2.0,1.0,,,2.0,5.0,,,1.0,,,
14,"Johnson, Jason",20,3,9,29,1,1.0,,1.0,2.0,9.0,8.0,1.0,2.0,1.0,,16.0,14.0,,,2.0,,,
1,"Johnson, Mark",2,1,7,9,,,,,,,,1.0,,2.0,,3.0,6.0,,,2.0,,,
18,"Lloyd, Matthew",17,13,3,20,10,4.0,,,1.0,2.0,,1.0,2.0,,3.0,8.0,11.0,5.0,12.0,,,,
25,"Lucas, Scott",10,4,4,14,2,1.0,,5.0,1.0,3.0,,2.0,2.0,1.0,,7.0,7.0,2.0,2.0,2.0,,,
10,"McVeigh, Mark",3,,5,8,,,,,,1.0,2.0,3.0,,1.0,,6.0,2.0,,,1.0,,,
2,"Mercuri, Mark",6,3,7,13,,,,,,3.0,2.0,1.0,1.0,2.0,,5.0,6.0,,,1.0,,,
29,"Moorcroft, Gary",10,3,3,13,,1.0,,4.0,1.0,5.0,3.0,2.0,1.0,1.0,,4.0,10.0,1.0,1.0,2.0,1.0,,
45,"Peverill, Damien",15,5,11,26,,,,2.0,3.0,6.0,2.0,3.0,,,1.0,3.0,23.0,,,1.0,,,
9,"Ramanauskas, Adam",10,2,7,17,1,,1.0,1.0,2.0,3.0,2.0,,,,,6.0,10.0,1.0,1.0,6.0,,,
43,"Rioli, Dean",8,7,5,13,3,,,,,3.0,1.0,1.0,,,,2.0,11.0,,3.0,1.0,1.0,,
7,"Solomon, Dean",7,1,4,11,,,,2.0,,2.0,1.0,,2.0,1.0,,2.0,8.0,,,,,,
6,"Wellman, Sean",10,4,8,18,2,,,,1.0,3.0,,1.0,,,,7.0,11.0,2.0,2.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,78,152,352,24,14.0,32.0,29.0,24.0,70.0,45.0,33.0,20.0,18.0,6.0,134.0,215.0,19.0,24.0,32.0,3.0,,
Opposition,Opposition,178,82,108,286,10,10.0,27.0,37.0,40.0,39.0,29.0,38.0,18.0,20.0,,123.0,155.0,15.0,12.0,29.0,15.0,,
