Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",27y 217d,80 (35-0-45 43.75%),34 (0.43),←,
5,"Buckley, Nathan",30y 337d,216 (85-2-129 39.81%),215 (1.00),196 (81-2-113 41.84%),194 (0.99)
17,"Burns, Scott",28y 187d,149 (62-1-86 41.95%),73 (0.49),←,
8,"Clement, James",26y 297d,142 (58-0-84 40.85%),46 (0.32),58 (32-0-26 55.17%),8 (0.14)
34,"Cloke, Jason",21y 53d,33 (20-0-13 60.61%),3 (0.09),←,
13,"Cole, Richard",19y 348d,15 (9-0-6 60.00%),3 (0.20),←,
1,"Davis, Leon",22y 11d,67 (32-0-35 47.76%),77 (1.15),←,
4,"Didak, Alan",20y 133d,37 (22-0-15 59.46%),46 (1.24),←,
25,"Fraser, Josh",21y 174d,78 (38-0-40 48.72%),72 (0.92),←,
6,"Holland, Brodie",23y 176d,80 (33-0-47 41.25%),87 (1.09),44 (25-0-19 56.82%),50 (1.14)
26,"Johnson, Ben",22y 84d,66 (35-0-31 53.03%),12 (0.18),←,
28,"Kinnear, Ben",24y 121d,40 (14-0-26 35.00%),8 (0.20),←,
18,"Licuria, Paul",25y 175d,104 (43-0-61 41.35%),31 (0.30),94 (41-0-53 43.62%),29 (0.31)
39,"Lokan, Matthew",20y 220d,13 (7-0-6 53.85%),3 (0.23),←,
37,"Lonie, Ryan",20y 116d,52 (28-0-24 53.85%),24 (0.46),←,
7,"Molloy, Jarrod",27y 47d,162 (67-1-94 41.67%),194 (1.20),42 (22-0-20 52.38%),36 (0.86)
11,"OBree, Shane",24y 105d,94 (46-0-48 48.94%),33 (0.35),75 (37-0-38 49.33%),30 (0.40)
23,"Rocca, Anthony",25y 317d,155 (68-0-87 43.87%),226 (1.46),133 (57-0-76 42.86%),215 (1.62)
36,"Swan, Dane",19y 123d,1 (1-0-0 100.00%),,←,
20,"Tarrant, Chris",22y 283d,98 (43-0-55 43.88%),169 (1.72),←,
14,"Wakelin, Shane",28y 320d,152 (74-2-76 49.34%),19 (0.13),58 (33-0-25 56.90%),
2,"Woewodin, Shane",26y 351d,151 (71-0-80 47.02%),71 (0.47),13 (7-0-6 53.85%),8 (0.62)
Totals,Totals,24y 41d,1985 (891-6-1088 44.89%),1446 (0.73),,
C,"Malthouse, Mick",49y 315d,460 (263-4-193 57.61%),,82 (40-0-42 48.78%),
