Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
49,"Betheras, Rupert",23y 215d,7 (1-0-6 14.29%),5 (0.71),←,
26,"Brown, Gavin",31y 274d,231 (108-5-118 47.84%),169 (0.73),←,
5,"Buckley, Nathan",26y 335d,133 (49-2-82 37.59%),129 (0.97),113 (45-2-66 40.71%),108 (0.96)
17,"Burns, Scott",24y 185d,80 (30-1-49 38.13%),33 (0.41),←,
28,"Crosisca, Gavin",30y 284d,233 (119-5-109 52.15%),64 (0.27),←,
9,"Freeborn, Glenn",26y 140d,68 (40-0-28 58.82%),32 (0.47),13 (2-0-11 15.38%),5 (0.38)
11,"Fuller, Brad",20y 322d,17 (6-0-11 35.29%),12 (0.71),←,
43,"Godden, Luke",20y 278d,32 (9-0-23 28.13%),,←,
38,"Jacotine, Craig",19y 5d,9 (2-0-7 22.22%),6 (0.67),←,
40,"King, Clinton",21y 94d,28 (9-0-19 32.14%),12 (0.43),19 (4-0-15 21.05%),8 (0.42)
33,"Lane, Tyson",22y 305d,30 (11-0-19 36.67%),35 (1.17),11 (2-0-9 18.18%),16 (1.45)
24,"Lockyer, Tarkyn",19y 239d,6 (2-0-4 33.33%),1 (0.17),←,
48,"Michael, Mal",22y 2d,37 (14-0-23 37.84%),3 (0.08),←,
1,"Monkhorst, Damian",29y 309d,200 (106-4-90 54.00%),45 (0.22),←,
35,"Prestigiacomo, Simon",21y 146d,39 (12-0-27 30.77%),2 (0.05),←,
46,"Raso, Frankie",19y 287d,14 (4-0-10 28.57%),1 (0.07),←,
3,"Richardson, Mark",26y 238d,92 (40-1-51 44.02%),66 (0.72),←,
23,"Rocca, Anthony",21y 315d,69 (28-0-41 40.58%),75 (1.09),47 (17-0-30 36.17%),64 (1.36)
36,"Rocca, Saverio",25y 218d,141 (63-2-76 45.39%),475 (3.37),←,
20,"Tarrant, Chris",18y 281d,18 (6-0-12 33.33%),10 (0.56),←,
21,"Tuckey, Brent",19y 303d,5 (1-0-4 20.00%),,←,
16,"Wasley, James",19y 342d,10 (1-0-9 10.00%),2 (0.20),←,
Totals,Totals,23y 133d,1499 (661-20-818 44.10%),1177 (0.79),,
C,"Shaw, Tony",38y 338d,79 (28-0-51 35.44%),,←,
