Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bugg, Tomas",4,5,13,17,,,,4.0,1.0,,1.0,3.0,,2.0,,2.0,15.0,,,2.0,,,88.0
18,"Cameron, Jeremy",9,5,,9,2,3.0,,5.0,,4.0,,1.0,,1.0,,1.0,7.0,,3.0,,,,90.0
3,"Coniglio, Stephen",12,8,12,24,1,,,10.0,3.0,2.0,4.0,3.0,,1.0,,10.0,18.0,1.0,,2.0,,,83.0
35,"Corr, Aidan",2,2,8,10,,,,2.0,1.0,,,1.0,1.0,1.0,,5.0,6.0,,,3.0,,,88.0
1,"Davis, Phil",6,5,8,14,,,,,4.0,,,2.0,1.0,2.0,,12.0,4.0,2.0,,8.0,,,97.0
4,"Greene, Toby",10,5,17,27,,1.0,,2.0,1.0,4.0,2.0,4.0,1.0,1.0,,8.0,21.0,,,1.0,,,88.0
32,"Griffen, Ryan",6,4,10,16,1,,,3.0,1.0,4.0,3.0,,,,,5.0,11.0,,1.0,,,,78.0
19,"Haynes, Nick",16,7,2,18,,,,,4.0,2.0,,1.0,,,,1.0,16.0,,,1.0,,1.0,83.0
22,"Kelly, Josh",9,3,15,24,,,,,,1.0,2.0,3.0,1.0,,,10.0,15.0,,,1.0,,,83.0
25,"McCarthy, Cam",10,5,,10,2,2.0,,,,3.0,,1.0,3.0,,,6.0,5.0,,2.0,,,1.0,84.0
41,"Mumford, Shane",3,3,10,13,,,28.0,6.0,,2.0,3.0,6.0,1.0,3.0,,5.0,7.0,,,2.0,,1.0,86.0
7,"Palmer, Rhys",12,4,7,19,3,1.0,,4.0,,5.0,1.0,2.0,1.0,,,8.0,11.0,,1.0,,,1.0,81.0
24,"Patfull, Joel",7,5,3,10,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,2.0,9.0,,,8.0,,1.0,91.0
27 ↓,"Phillips, Andrew",4,2,,4,,,8.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,54.0
9,"Scully, Tom",16,12,11,27,1,,,,3.0,6.0,2.0,2.0,,1.0,,7.0,21.0,,,1.0,1.0,,88.0
23,"Shaw, Heath",19,3,5,24,,,,2.0,5.0,3.0,2.0,4.0,,1.0,,5.0,18.0,,,3.0,3.0,,88.0
5,"Shiel, Dylan",4,1,10,14,,,,3.0,,2.0,1.0,,,,,3.0,12.0,,,,,,78.0
10,"Smith, Devon",18,5,15,33,,2.0,,2.0,1.0,2.0,4.0,2.0,4.0,1.0,,17.0,18.0,,,2.0,2.0,,83.0
17,"Treloar, Adam",13,5,16,29,,,,1.0,4.0,3.0,3.0,1.0,,1.0,,7.0,21.0,,,,1.0,,90.0
8,"Ward, Callan",11,4,12,23,1,1.0,1.0,5.0,2.0,2.0,4.0,,3.0,,,11.0,14.0,,,1.0,2.0,1.0,84.0
6,"Whitfield, Lachie",20,8,17,37,1,2.0,,1.0,4.0,3.0,1.0,3.0,1.0,1.0,,8.0,28.0,,,1.0,2.0,1.0,86.0
16 ↑,"Wilson, Nathan",2,1,2,4,,,,2.0,,,,,,,,1.0,2.0,,,,1.0,,28.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,102,193,406,12,18.0,37.0,55.0,36.0,50.0,34.0,41.0,19.0,17.0,,136.0,281.0,4.0,7.0,36.0,12.0,7.0,
Opposition,Opposition,201,80,183,384,16,15.0,37.0,60.0,35.0,53.0,44.0,44.0,17.0,19.0,6.0,123.0,253.0,4.0,8.0,35.0,7.0,10.0,
