Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",23y 355d,9 (5-0-4 55.56%),,3 (2-0-1 66.67%),
4,"Bontempelli, Marcus",19y 244d,30 (14-0-16 46.67%),25 (0.83),←,
5,"Boyd, Matthew",32y 333d,253 (118-2-133 47.04%),83 (0.33),←,
15,"Campbell, Tom",23y 266d,22 (5-0-17 22.73%),16 (0.73),←,
8,"Crameri, Stewart",26y 350d,90 (43-1-46 48.33%),145 (1.61),33 (12-0-21 36.36%),49 (1.48)
6,"Dahlhaus, Luke",22y 339d,87 (34-0-53 39.08%),83 (0.95),←,
31,"Dale, Bailey",19y 4d,8 (4-0-4 50.00%),6 (0.75),←,
35,"Daniel, Caleb",19y 19d,4 (3-0-1 75.00%),2 (0.50),←,
29,"Dickson, Tory",27y 303d,50 (20-0-30 40.00%),78 (1.56),←,
1,"Grant, Jarrad",26y 20d,74 (38-0-36 51.35%),78 (1.05),←,
7,"Hunter, Lachie",20y 225d,29 (11-0-18 37.93%),15 (0.52),←,
39,"Johannisen, Jason",22y 260d,43 (17-0-26 39.53%),9 (0.21),←,
11,"Macrae, Jack",20y 357d,48 (21-0-27 43.75%),14 (0.29),←,
38,"Morris, Dale",32y 209d,201 (106-2-93 53.23%),3 (0.01),←,
2,"Murphy, Robert",33y 47d,287 (125-4-158 44.25%),173 (0.60),←,
42,"Picken, Liam",28y 359d,144 (65-0-79 45.14%),43 (0.30),←,
28,"Prudden, Josh",20y 323d,3 (2-0-1 66.67%),,←,
43,"Redpath, Jack",24y 225d,8 (5-0-3 62.50%),8 (1.00),←,
9,"Stringer, Jake",21y 92d,43 (18-0-25 41.86%),70 (1.63),←,
32,"Talia, Michael",22y 165d,26 (9-0-17 34.62%),3 (0.12),←,
3,"Wallis, Mitch",22y 275d,69 (26-0-43 37.68%),26 (0.38),←,
10,"Wood, Easton",25y 325d,80 (38-0-42 47.50%),12 (0.15),←,
Totals,Totals,24y 182d,1608 (727-9-872 45.21%),892 (0.55),,
C,"Beveridge, Luke",44y 337d,16 (10-0-6 62.50%),,←,
